tinaum1,tinaum2,tinaum3,tinaum4,tinaum5,tinaum6,tinaum8,tinaum9,tinaum10,tinaum11,tinaum12,tinaum13,tinaum15,tinaum16,tinaum17,tinaum18,tinaum19,tinaum20,tinaum21,tinaum22,tinaum23,tinaum24
1041.407047,42108.004577,42085.594577,19.819,2.591,0,2723.804905,2501.57,78.381,130.853905,0,13,.171003,0,0,0,0,1364.252576,1115,34567,48.9278,164072
