armatitt,armatis1,armati1,armati2,armati4,armati5,armatis2,armati6,armati7,armatis3,armati9,armati10,armati11,armati12,armati14,armatis4,armati15,armati16,armati18
400297,963,292,671,0,0,95,95,0,399080,0,399074,6,0,0,63,23,40,96
