cmanar1,cmanar2,cmanar3,cmanar4,cmanar5,cmanar6,cmanar8,cmanar9,cmanar10,cmanar11,cmanar12,cmanar13,cmanar14
"2465.603","66812.961","66733.428","0","5.206","74.327","255.645","0","27.375","80.919","0","137.625","9.726"
