narcum1,narcum2,narcum3,narcum4,narcum5,narcum6,narcum8,narcum9,narcum10,narcum11,narcum12,narcum13,narcum15,narcum16,narcum17,narcum18,narcum19,narcum20,narcum21,narcum22,narcum23,narcum24
2343.228858,27336.77803,27286.540519,42.270511,7.617,.35,540.7811,0,342.376,198.4051,0,0,.006,0,0,0,0,3104.397566,20686,1124,63.251802,218059
