armatitt,armatis1,armati1,armati2,armati4,armati5,armatis2,armati6,armati7,armatis3,armati9,armati10,armati11,armati12,armati14,armatis4,armati15,armati16,armati18
164433,1016,311,705,4,0,28,28,0,158492,0,158488,0,4,0,26,26,0,4867
