cmanar1,cmanar2,cmanar3,cmanar4,cmanar5,cmanar6,cmanar8,cmanar9,cmanar10,cmanar11,cmanar12,cmanar13,cmanar14
"1140.126308","94267.459512","94225.120372","0","4.1871","38.15204","366.65427","11","2.443","127.74","0","225.47127","0"
