rensnp1,dinero1,dinero2,dinero3,dinero4,dinero5,dinero6,dinero7,dinero8,dinero9,dinero10,dinero11,dinero12,dinero13,dinero14,dinero15,dinero16,dinero17,dinero18,dinero19,dinero20,dinero21
1,166230540.5,0,13095,4999,7757068,0,336657,0,0,0,0,25446558,10001,300,0,0,0,1210,424000,107815,0
