armasatt,armasa1,armasa2,armasa3,armasa4,armasa5,armasa6,armasa7,armasa8,armasa9,armasa10,armasa11,armasa12,armasa13,armasa14,armasa15,armasa16,armasa17,armasa18,armasa19,armasa20
7351365,799,1045,0,3,0,104,0,1,7278489,0,0,0,0,70855,0,67,0,2,0,0
