numeral,enticve1,entifed1,ubicageo_e,municip1,vehreptt,vehrep1,vehrep2,vehrep3,vehreps1,vehrep4,vehrep5,vehrep6,vehreps2,vehrep8,vehrep9,vehrep10,vehreps3,vehrep12,vehrep13,vehrep14
231,08,CHIHUAHUA,8023,GALEANA,5,3,2,0,0,0,0,0,0,0,0,0,5,3,2,0
232,08,CHIHUAHUA,8024,SANTA ISABEL,38,6,32,0,0,0,0,0,0,0,0,0,38,6,32,0
233,08,CHIHUAHUA,8025,GOMEZ FARIAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,08,CHIHUAHUA,8026,GRAN MORELOS,35,3,32,0,0,0,0,0,0,0,0,0,35,3,32,0
235,08,CHIHUAHUA,8027,GUACHOCHI,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0
236,08,CHIHUAHUA,8028,GUADALUPE,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
237,08,CHIHUAHUA,8029,GUADALUPE Y CALVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,08,CHIHUAHUA,8030,GUAZAPARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,08,CHIHUAHUA,8031,GUERRERO,7,0,7,0,0,0,0,0,0,0,0,0,7,0,7,0
240,08,CHIHUAHUA,8032,HIDALGO DEL PARRAL,58,6,52,0,0,0,0,0,0,0,0,0,58,6,52,0
241,08,CHIHUAHUA,8033,HUEJOTITAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,08,CHIHUAHUA,8034,IGNACIO ZARAGOZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,08,CHIHUAHUA,8035,JANOS,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2,0
244,08,CHIHUAHUA,8036,JIMENEZ,65,2,63,0,0,0,0,0,0,0,0,0,65,2,63,0
245,08,CHIHUAHUA,8037,JUAREZ,166,17,149,0,0,0,0,0,0,0,0,0,166,17,149,0
246,08,CHIHUAHUA,8038,JULIMES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,08,CHIHUAHUA,8039,LOPEZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,08,CHIHUAHUA,8040,MADERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,08,CHIHUAHUA,8041,MAGUARICHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,08,CHIHUAHUA,8042,MANUEL BENAVIDES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,08,CHIHUAHUA,8043,MATACHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,08,CHIHUAHUA,8044,MATAMOROS,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0
253,08,CHIHUAHUA,8045,MEOQUI,9,1,8,0,0,0,0,0,0,0,0,0,9,1,8,0
254,08,CHIHUAHUA,8046,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,08,CHIHUAHUA,8047,MORIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,08,CHIHUAHUA,8048,NAMIQUIPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,08,CHIHUAHUA,8049,NONOAVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,08,CHIHUAHUA,8050,NUEVO CASAS GRANDES,21,3,18,0,0,0,0,0,0,0,0,0,21,3,18,0
259,08,CHIHUAHUA,8051,OCAMPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,08,CHIHUAHUA,8052,OJINAGA,16,1,15,0,0,0,0,0,0,0,0,0,16,1,15,0
261,08,CHIHUAHUA,8053,PRAXEDIS G GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,08,CHIHUAHUA,8054,RIVA PALACIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,08,CHIHUAHUA,8055,ROSALES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,08,CHIHUAHUA,8056,ROSARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,08,CHIHUAHUA,8057,SAN FRANCISCO DE BORJA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,08,CHIHUAHUA,8058,SAN FRANCISCO DE CONCHOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,08,CHIHUAHUA,8059,SAN FRANCISCO DEL ORO,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0
268,08,CHIHUAHUA,8060,SANTA BARBARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,08,CHIHUAHUA,8061,SATEVO,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
270,08,CHIHUAHUA,8062,SAUCILLO,61,3,58,0,0,0,0,0,0,0,0,0,61,3,58,0
271,08,CHIHUAHUA,8063,TEMOSACHIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,08,CHIHUAHUA,8064,EL TULE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,08,CHIHUAHUA,8065,URIQUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,08,CHIHUAHUA,8066,URUACHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,08,CHIHUAHUA,8067,VALLE DE ZARAGOZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,09,CIUDAD DE MEXICO,9002,AZCAPOTZALCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,09,CIUDAD DE MEXICO,9003,COYOACAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,09,CIUDAD DE MEXICO,9004,CUAJIMALPA DE MORELOS,22,3,19,0,0,0,0,0,0,0,0,0,22,3,19,0
279,09,CIUDAD DE MEXICO,9005,GUSTAVO A MADERO,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0
280,09,CIUDAD DE MEXICO,9006,IZTACALCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,09,CIUDAD DE MEXICO,9007,IZTAPALAPA,29,27,2,0,0,0,0,0,0,0,0,0,29,27,2,0
282,09,CIUDAD DE MEXICO,9008,LA MAGDALENA CONTRERAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,09,CIUDAD DE MEXICO,9009,MILPA ALTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,09,CIUDAD DE MEXICO,9010,ALVARO OBREGON,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
285,09,CIUDAD DE MEXICO,9011,TLAHUAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,09,CIUDAD DE MEXICO,9012,TLALPAN,39,11,28,0,0,0,0,0,0,0,0,0,39,11,28,0
287,09,CIUDAD DE MEXICO,9013,XOCHIMILCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,09,CIUDAD DE MEXICO,9014,BENITO JUAREZ,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0
289,09,CIUDAD DE MEXICO,9015,CUAUHTEMOC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,09,CIUDAD DE MEXICO,9016,MIGUEL HIDALGO,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
291,09,CIUDAD DE MEXICO,9017,VENUSTIANO CARRANZA,6,2,4,0,0,0,0,0,0,0,0,0,6,2,4,0
292,10,DURANGO,10001,CANATLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,10,DURANGO,10002,CANELAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,10,DURANGO,10003,CONETO DE COMONFORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,10,DURANGO,10004,CUENCAME,15,5,10,0,0,0,0,0,0,0,0,0,15,5,10,0
296,10,DURANGO,10005,DURANGO,58,27,31,0,0,0,0,0,0,0,0,0,58,27,31,0
297,10,DURANGO,10006,GENERAL SIMON BOLIVAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,10,DURANGO,10007,GOMEZ PALACIO,57,23,34,0,0,0,0,0,0,0,0,0,57,23,34,0
299,10,DURANGO,10008,GUADALUPE VICTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,10,DURANGO,10009,GUANACEVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,10,DURANGO,10010,HIDALGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,10,DURANGO,10011,INDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,10,DURANGO,10012,LERDO,51,8,43,0,0,0,0,0,0,0,0,0,51,8,43,0
304,10,DURANGO,10013,MAPIMI,28,5,23,0,0,0,0,0,0,0,0,0,28,5,23,0
305,10,DURANGO,10014,MEZQUITAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,10,DURANGO,10015,NAZAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,10,DURANGO,10016,NOMBRE DE DIOS,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
308,10,DURANGO,10017,OCAMPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,10,DURANGO,10018,EL ORO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,10,DURANGO,10019,OTAEZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,10,DURANGO,10020,PANUCO DE CORONADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,10,DURANGO,10021,PEÑON BLANCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,10,DURANGO,10022,POANAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,10,DURANGO,10023,PUEBLO NUEVO,28,5,23,0,0,0,0,0,0,0,0,0,28,5,23,0
315,10,DURANGO,10024,RODEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,10,DURANGO,10025,SAN BERNARDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,10,DURANGO,10026,SAN DIMAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,10,DURANGO,10027,SAN JUAN DE GUADALUPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,10,DURANGO,10028,SAN JUAN DEL RIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,10,DURANGO,10029,SAN LUIS DEL CORDERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,10,DURANGO,10030,SAN PEDRO DEL GALLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,10,DURANGO,10031,SANTA CLARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,10,DURANGO,10032,SANTIAGO PAPASQUIARO,13,9,4,0,0,0,0,0,0,0,0,0,13,9,4,0
324,10,DURANGO,10033,SUCHIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,10,DURANGO,10034,TAMAZULA,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
326,10,DURANGO,10035,TEPEHUANES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,10,DURANGO,10036,TLAHUALILO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,10,DURANGO,10037,TOPIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,10,DURANGO,10038,VICENTE GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,10,DURANGO,10039,NUEVO IDEAL,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
331,11,GUANAJUATO,11001,ABASOLO,7,4,3,0,0,0,0,0,0,0,0,0,7,4,3,0
332,11,GUANAJUATO,11002,ACAMBARO,17,12,5,0,0,0,0,0,0,0,0,0,17,12,5,0
333,11,GUANAJUATO,11003,SAN MIGUEL DE ALLENDE,7,6,1,0,0,0,0,0,0,0,0,0,7,6,1,0
334,11,GUANAJUATO,11004,APASEO EL ALTO,33,24,9,0,0,0,0,0,0,0,0,0,33,24,9,0
335,11,GUANAJUATO,11005,APASEO EL GRANDE,62,47,15,0,0,0,0,0,0,0,0,0,62,47,15,0
336,11,GUANAJUATO,11006,ATARJEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,11,GUANAJUATO,11007,CELAYA,150,102,48,0,0,0,0,0,0,0,0,0,150,102,48,0
338,11,GUANAJUATO,11008,MANUEL DOBLADO,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,0
339,11,GUANAJUATO,11009,COMONFORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,11,GUANAJUATO,11010,CORONEO,4,3,1,0,0,0,0,0,0,0,0,0,4,3,1,0
341,11,GUANAJUATO,11011,CORTAZAR,18,11,7,0,0,0,0,0,0,0,0,0,18,11,7,0
342,11,GUANAJUATO,11012,CUERAMARO,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0
343,11,GUANAJUATO,11013,DOCTOR MORA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,11,GUANAJUATO,11014,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,25,19,6,0,0,0,0,0,0,0,0,0,25,19,6,0
345,11,GUANAJUATO,11015,GUANAJUATO,9,4,5,0,0,0,0,0,0,0,0,0,9,4,5,0
346,11,GUANAJUATO,11016,HUANIMARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,11,GUANAJUATO,11017,IRAPUATO,131,59,72,0,0,0,0,0,0,0,0,0,131,59,72,0
348,11,GUANAJUATO,11018,JARAL DEL PROGRESO,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
349,11,GUANAJUATO,11019,JERECUARO,4,2,2,0,0,0,0,0,0,0,0,0,4,2,2,0
350,11,GUANAJUATO,11020,LEON,211,123,88,0,0,0,0,0,0,0,0,0,211,123,88,0
351,11,GUANAJUATO,11021,MOROLEON,4,3,1,0,0,0,0,0,0,0,0,0,4,3,1,0
352,11,GUANAJUATO,11022,OCAMPO,9,4,5,0,0,0,0,0,0,0,0,0,9,4,5,0
353,11,GUANAJUATO,11023,PENJAMO,6,1,5,0,0,0,0,0,0,0,0,0,6,1,5,0
354,11,GUANAJUATO,11024,PUEBLO NUEVO,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0
355,11,GUANAJUATO,11025,PURISIMA DEL RINCON,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0
356,11,GUANAJUATO,11026,ROMITA,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0
357,11,GUANAJUATO,11027,SALAMANCA,253,148,105,0,0,0,0,0,0,0,0,0,253,148,105,0
358,11,GUANAJUATO,11028,SALVATIERRA,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0
359,11,GUANAJUATO,11029,SAN DIEGO DE LA UNION,27,21,6,0,0,0,0,0,0,0,0,0,27,21,6,0
360,11,GUANAJUATO,11030,SAN FELIPE,9,5,4,0,0,0,0,0,0,0,0,0,9,5,4,0
361,11,GUANAJUATO,11031,SAN FRANCISCO DEL RINCON,14,8,6,0,0,0,0,0,0,0,0,0,14,8,6,0
362,11,GUANAJUATO,11032,SAN JOSE ITURBIDE,32,20,12,0,0,0,0,0,0,0,0,0,32,20,12,0
363,11,GUANAJUATO,11033,SAN LUIS DE LA PAZ,49,30,19,0,0,0,0,0,0,0,0,0,49,30,19,0
364,11,GUANAJUATO,11034,SANTA CATARINA,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
365,11,GUANAJUATO,11035,SANTA CRUZ DE JUVENTINO ROSAS,70,58,12,0,0,0,0,0,0,0,0,0,70,58,12,0
366,11,GUANAJUATO,11036,SANTIAGO MARAVATIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,11,GUANAJUATO,11037,SILAO DE LA VICTORIA,18,10,8,0,0,0,0,0,0,0,0,0,18,10,8,0
368,11,GUANAJUATO,11038,TARANDACUAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,11,GUANAJUATO,11039,TARIMORO,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0
370,11,GUANAJUATO,11040,TIERRA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,11,GUANAJUATO,11041,URIANGATO,18,10,8,0,0,0,0,0,0,0,0,0,18,10,8,0
372,11,GUANAJUATO,11042,VALLE DE SANTIAGO,8,6,2,0,0,0,0,0,0,0,0,0,8,6,2,0
373,11,GUANAJUATO,11043,VICTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,11,GUANAJUATO,11044,VILLAGRAN,22,14,8,0,0,0,0,0,0,0,0,0,22,14,8,0
375,11,GUANAJUATO,11045,XICHU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,11,GUANAJUATO,11046,YURIRIA,15,11,4,0,0,0,0,0,0,0,0,0,15,11,4,0
377,12,GUERRERO,12001,ACAPULCO DE JUAREZ,15,7,8,0,0,0,0,0,0,0,0,0,15,7,8,0
378,12,GUERRERO,12002,AHUACUOTZINGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,12,GUERRERO,12003,AJUCHITLAN DEL PROGRESO,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
380,12,GUERRERO,12004,ALCOZAUCA DE GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,12,GUERRERO,12005,ALPOYECA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,12,GUERRERO,12006,APAXTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,12,GUERRERO,12007,ARCELIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,12,GUERRERO,12008,ATENANGO DEL RIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,12,GUERRERO,12009,ATLAMAJALCINGO DEL MONTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,12,GUERRERO,12010,ATLIXTAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,12,GUERRERO,12011,ATOYAC DE ALVAREZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,12,GUERRERO,12012,AYUTLA DE LOS LIBRES,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
389,12,GUERRERO,12013,AZOYU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,12,GUERRERO,12014,BENITO JUAREZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,12,GUERRERO,12015,BUENAVISTA DE CUELLAR,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
392,12,GUERRERO,12016,COAHUAYUTLA DE JOSE MARIA IZAZAGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,12,GUERRERO,12017,COCULA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,12,GUERRERO,12018,COPALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,12,GUERRERO,12019,COPALILLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,12,GUERRERO,12020,COPANATOYAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,12,GUERRERO,12021,COYUCA DE BENITEZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,12,GUERRERO,12022,COYUCA DE CATALAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,12,GUERRERO,12023,CUAJINICUILAPA,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0
400,12,GUERRERO,12024,CUALAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,12,GUERRERO,12025,CUAUTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,12,GUERRERO,12026,CUETZALA DEL PROGRESO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,12,GUERRERO,12027,CUTZAMALA DE PINZON,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
404,12,GUERRERO,12028,CHILAPA DE ALVAREZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,12,GUERRERO,12029,CHILPANCINGO DE LOS BRAVO,19,11,8,0,0,0,0,0,0,0,0,0,19,11,8,0
406,12,GUERRERO,12030,FLORENCIO VILLARREAL,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
407,12,GUERRERO,12031,GENERAL CANUTO A NERI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,12,GUERRERO,12032,GENERAL HELIODORO CASTILLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,12,GUERRERO,12033,HUAMUXTITLAN,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
410,12,GUERRERO,12034,HUITZUCO DE LOS FIGUEROA,14,8,6,0,0,0,0,0,0,0,0,0,14,8,6,0
411,12,GUERRERO,12035,IGUALA DE LA INDEPENDENCIA,5,4,1,0,0,0,0,0,0,0,0,0,5,4,1,0
412,12,GUERRERO,12036,IGUALAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,12,GUERRERO,12037,IXCATEOPAN DE CUAUHTEMOC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,12,GUERRERO,12038,ZIHUATANEJO DE AZUETA,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
415,12,GUERRERO,12039,JUAN R ESCUDERO,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0
416,12,GUERRERO,12040,LEONARDO BRAVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,12,GUERRERO,12041,MALINALTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,12,GUERRERO,12042,MARTIR DE CUILAPAN,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
419,12,GUERRERO,12043,METLATONOC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,12,GUERRERO,12044,MOCHITLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,12,GUERRERO,12045,OLINALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,12,GUERRERO,12046,OMETEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,12,GUERRERO,12047,PEDRO ASCENCIO ALQUISIRAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,12,GUERRERO,12048,PETATLAN,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
425,12,GUERRERO,12049,PILCAYA,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0
426,12,GUERRERO,12050,PUNGARABATO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,12,GUERRERO,12051,QUECHULTENANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,12,GUERRERO,12052,SAN LUIS ACATLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,12,GUERRERO,12053,SAN MARCOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,12,GUERRERO,12054,SAN MIGUEL TOTOLAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,12,GUERRERO,12055,TAXCO DE ALARCON,15,8,7,0,0,0,0,0,0,0,0,0,15,8,7,0
432,12,GUERRERO,12056,TECOANAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,12,GUERRERO,12057,TECPAN DE GALEANA,6,5,1,0,0,0,0,0,0,0,0,0,6,5,1,0
434,12,GUERRERO,12058,TELOLOAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,12,GUERRERO,12059,TEPECOACUILCO DE TRUJANO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,12,GUERRERO,12060,TETIPAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,12,GUERRERO,12061,TIXTLA DE GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,12,GUERRERO,12062,TLACOACHISTLAHUACA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,12,GUERRERO,12063,TLACOAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,12,GUERRERO,12064,TLALCHAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,12,GUERRERO,12065,TLALIXTAQUILLA DE MALDONADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,12,GUERRERO,12066,TLAPA DE COMONFORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,12,GUERRERO,12067,TLAPEHUALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,12,GUERRERO,12068,LA UNION DE ISIDORO MONTES DE OCA,6,1,5,0,0,0,0,0,0,0,0,0,6,1,5,0
445,12,GUERRERO,12069,XALPATLAHUAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,12,GUERRERO,12070,XOCHIHUEHUETLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,12,GUERRERO,12071,XOCHISTLAHUACA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,12,GUERRERO,12072,ZAPOTITLAN TABLAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,12,GUERRERO,12073,ZIRANDARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,12,GUERRERO,12074,ZITLALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,12,GUERRERO,12075,EDUARDO NERI,12,9,3,0,0,0,0,0,0,0,0,0,12,9,3,0
452,12,GUERRERO,12076,ACATEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,12,GUERRERO,12077,MARQUELIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,12,GUERRERO,12078,COCHOAPA EL GRANDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,12,GUERRERO,12079,JOSE JOAQUIN DE HERRERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,12,GUERRERO,12080,JUCHITAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,12,GUERRERO,12081,ILIATENCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,13,HIDALGO,13001,ACATLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,13,HIDALGO,13002,ACAXOCHITLAN,15,9,6,0,0,0,0,0,0,0,0,0,15,9,6,0
460,13,HIDALGO,13003,ACTOPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,13,HIDALGO,13004,AGUA BLANCA DE ITURBIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,13,HIDALGO,13005,AJACUBA,4,1,3,0,0,0,0,0,0,0,0,0,4,1,3,0
463,13,HIDALGO,13006,ALFAJAYUCAN,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
464,13,HIDALGO,13007,ALMOLOYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,13,HIDALGO,13008,APAN,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0
466,13,HIDALGO,13009,EL ARENAL,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0
467,13,HIDALGO,13010,ATITALAQUIA,12,6,6,0,0,0,0,0,0,0,0,0,12,6,6,0
468,13,HIDALGO,13011,ATLAPEXCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
