numeral,enticve1,entifed1,ubicageo_e,municip1,vehreptt,vehrep1,vehrep2,vehrep3,vehreps1,vehrep4,vehrep5,vehrep6,vehreps2,vehrep8,vehrep9,vehrep10,vehreps3,vehrep12,vehrep13,vehrep14
713,15,MEXICO,15047,JIQUIPILCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,15,MEXICO,15048,JOCOTITLAN,7,1,6,0,0,0,0,0,0,0,0,0,7,1,6,0
715,15,MEXICO,15049,JOQUICINGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,15,MEXICO,15050,JUCHITEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,15,MEXICO,15051,LERMA,11,8,3,0,0,0,0,0,0,0,0,0,11,8,3,0
718,15,MEXICO,15052,MALINALCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,15,MEXICO,15053,MELCHOR OCAMPO,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0
720,15,MEXICO,15054,METEPEC,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
721,15,MEXICO,15055,MEXICALTZINGO,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
722,15,MEXICO,15056,MORELOS,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
723,15,MEXICO,15057,NAUCALPAN DE JUAREZ,25,8,17,0,0,0,0,0,0,0,0,0,25,8,17,0
724,15,MEXICO,15058,NEZAHUALCOYOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,15,MEXICO,15059,NEXTLALPAN,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2,0
726,15,MEXICO,15060,NICOLAS ROMERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,15,MEXICO,15061,NOPALTEPEC,52,9,43,0,0,0,0,0,0,0,0,0,52,9,43,0
728,15,MEXICO,15062,OCOYOACAC,16,8,8,0,0,0,0,0,0,0,0,0,16,8,8,0
729,15,MEXICO,15063,OCUILAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,15,MEXICO,15064,EL ORO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,15,MEXICO,15065,OTUMBA,15,6,9,0,0,0,0,0,0,0,0,0,15,6,9,0
732,15,MEXICO,15066,OTZOLOAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,15,MEXICO,15067,OTZOLOTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,15,MEXICO,15068,OZUMBA,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
735,15,MEXICO,15069,PAPALOTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,15,MEXICO,15070,LA PAZ,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
737,15,MEXICO,15071,POLOTITLAN,27,13,14,0,0,0,0,0,0,0,0,0,27,13,14,0
738,15,MEXICO,15072,RAYON,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
739,15,MEXICO,15073,SAN ANTONIO LA ISLA,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0
740,15,MEXICO,15074,SAN FELIPE DEL PROGRESO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,15,MEXICO,15075,SAN MARTIN DE LAS PIRAMIDES,6,1,5,0,0,0,0,0,0,0,0,0,6,1,5,0
742,15,MEXICO,15076,SAN MATEO ATENCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,15,MEXICO,15077,SAN SIMON DE GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,15,MEXICO,15078,SANTO TOMAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,15,MEXICO,15079,SOYANIQUILPAN DE JUAREZ,7,6,1,0,0,0,0,0,0,0,0,0,7,6,1,0
746,15,MEXICO,15080,SULTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,15,MEXICO,15081,TECAMAC,95,20,75,0,0,0,0,0,0,0,0,0,95,20,75,0
748,15,MEXICO,15082,TEJUPILCO,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
749,15,MEXICO,15083,TEMAMATLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,15,MEXICO,15084,TEMASCALAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,15,MEXICO,15085,TEMASCALCINGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,15,MEXICO,15086,TEMASCALTEPEC,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
753,15,MEXICO,15087,TEMOAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,15,MEXICO,15088,TENANCINGO,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
755,15,MEXICO,15089,TENANGO DEL AIRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,15,MEXICO,15090,TENANGO DEL VALLE,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0
757,15,MEXICO,15091,TEOLOYUCAN,8,3,5,0,0,0,0,0,0,0,0,0,8,3,5,0
758,15,MEXICO,15092,TEOTIHUACAN,8,2,6,0,0,0,0,0,0,0,0,0,8,2,6,0
759,15,MEXICO,15093,TEPETLAOXTOC,11,1,10,0,0,0,0,0,0,0,0,0,11,1,10,0
760,15,MEXICO,15094,TEPETLIXPA,4,2,2,0,0,0,0,0,0,0,0,0,4,2,2,0
761,15,MEXICO,15095,TEPOTZOTLAN,61,11,50,0,0,0,0,0,0,0,0,0,61,11,50,0
762,15,MEXICO,15096,TEQUIXQUIAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,15,MEXICO,15097,TEXCALTITLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,15,MEXICO,15098,TEXCALYACAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,15,MEXICO,15099,TEXCOCO,76,26,50,0,0,0,0,0,0,0,0,0,76,26,50,0
766,15,MEXICO,15100,TEZOYUCA,22,8,14,0,0,0,0,0,0,0,0,0,22,8,14,0
767,15,MEXICO,15101,TIANGUISTENCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,15,MEXICO,15102,TIMILPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,15,MEXICO,15103,TLALMANALCO,12,11,1,0,0,0,0,0,0,0,0,0,12,11,1,0
770,15,MEXICO,15104,TLALNEPANTLA DE BAZ,10,2,8,0,0,0,0,0,0,0,0,0,10,2,8,0
771,15,MEXICO,15105,TLATLAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,15,MEXICO,15106,TOLUCA,28,18,10,0,0,0,0,0,0,0,0,0,28,18,10,0
773,15,MEXICO,15107,TONATICO,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0
774,15,MEXICO,15108,TULTEPEC,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
775,15,MEXICO,15109,TULTITLAN,6,3,3,0,0,0,0,0,0,0,0,0,6,3,3,0
776,15,MEXICO,15110,VALLE DE BRAVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,15,MEXICO,15111,VILLA DE ALLENDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,15,MEXICO,15112,VILLA DEL CARBON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,15,MEXICO,15113,VILLA GUERRERO,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
780,15,MEXICO,15114,VILLA VICTORIA,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0
781,15,MEXICO,15115,XONACATLAN,8,8,0,0,0,0,0,0,0,0,0,0,8,8,0,0
782,15,MEXICO,15116,ZACAZONAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,15,MEXICO,15117,ZACUALPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,15,MEXICO,15118,ZINACANTEPEC,43,22,21,0,0,0,0,0,0,0,0,0,43,22,21,0
785,15,MEXICO,15119,ZUMPAHUACAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,15,MEXICO,15120,ZUMPANGO,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0
787,15,MEXICO,15121,CUAUTITLAN IZCALLI,50,21,29,0,0,0,0,0,0,0,0,0,50,21,29,0
788,15,MEXICO,15122,VALLE DE CHALCO SOLIDARIDAD,12,6,6,0,0,0,0,0,0,0,0,0,12,6,6,0
789,15,MEXICO,15123,LUVIANOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,15,MEXICO,15124,SAN JOSE DEL RINCON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,15,MEXICO,15125,TONANITLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,16,MICHOACAN DE OCAMPO,16001,ACUITZIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,16,MICHOACAN DE OCAMPO,16002,AGUILILLA,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
794,16,MICHOACAN DE OCAMPO,16003,ALVARO OBREGON,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
795,16,MICHOACAN DE OCAMPO,16004,ANGAMACUTIRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,16,MICHOACAN DE OCAMPO,16005,ANGANGUEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,16,MICHOACAN DE OCAMPO,16006,APATZINGAN,8,6,2,0,0,0,0,0,0,0,0,0,8,6,2,0
798,16,MICHOACAN DE OCAMPO,16007,APORO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,16,MICHOACAN DE OCAMPO,16008,AQUILA,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,0
800,16,MICHOACAN DE OCAMPO,16009,ARIO,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
801,16,MICHOACAN DE OCAMPO,16010,ARTEAGA,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0
802,16,MICHOACAN DE OCAMPO,16011,BRISEÑAS,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
803,16,MICHOACAN DE OCAMPO,16012,BUENAVISTA,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0
804,16,MICHOACAN DE OCAMPO,16013,CARACUARO,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0
805,16,MICHOACAN DE OCAMPO,16014,COAHUAYANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,16,MICHOACAN DE OCAMPO,16015,COALCOMAN DE VAZQUEZ PALLARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,16,MICHOACAN DE OCAMPO,16016,COENEO,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
808,16,MICHOACAN DE OCAMPO,16017,CONTEPEC,11,3,8,0,0,0,0,0,0,0,0,0,11,3,8,0
809,16,MICHOACAN DE OCAMPO,16018,COPANDARO,12,1,11,0,0,0,0,0,0,0,0,0,12,1,11,0
810,16,MICHOACAN DE OCAMPO,16019,COTIJA,14,14,0,0,0,0,0,0,0,0,0,0,14,14,0,0
811,16,MICHOACAN DE OCAMPO,16020,CUITZEO,29,10,19,0,0,0,0,0,0,0,0,0,29,10,19,0
812,16,MICHOACAN DE OCAMPO,16021,CHARAPAN,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
813,16,MICHOACAN DE OCAMPO,16022,CHARO,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
814,16,MICHOACAN DE OCAMPO,16023,CHAVINDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,16,MICHOACAN DE OCAMPO,16024,CHERAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,16,MICHOACAN DE OCAMPO,16025,CHILCHOTA,4,2,2,0,0,0,0,0,0,0,0,0,4,2,2,0
817,16,MICHOACAN DE OCAMPO,16026,CHINICUILA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,16,MICHOACAN DE OCAMPO,16027,CHUCANDIRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,16,MICHOACAN DE OCAMPO,16028,CHURINTZIO,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,0
820,16,MICHOACAN DE OCAMPO,16029,CHURUMUCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,16,MICHOACAN DE OCAMPO,16030,ECUANDUREO,23,6,17,0,0,0,0,0,0,0,0,0,23,6,17,0
822,16,MICHOACAN DE OCAMPO,16031,EPITACIO HUERTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,16,MICHOACAN DE OCAMPO,16032,ERONGARICUARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,16,MICHOACAN DE OCAMPO,16033,GABRIEL ZAMORA,7,7,0,0,0,0,0,0,0,0,0,0,7,7,0,0
825,16,MICHOACAN DE OCAMPO,16034,HIDALGO,14,4,10,0,0,0,0,0,0,0,0,0,14,4,10,0
826,16,MICHOACAN DE OCAMPO,16035,LA HUACANA,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0
827,16,MICHOACAN DE OCAMPO,16036,HUANDACAREO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,16,MICHOACAN DE OCAMPO,16037,HUANIQUEO,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0
829,16,MICHOACAN DE OCAMPO,16038,HUETAMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,16,MICHOACAN DE OCAMPO,16039,HUIRAMBA,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
831,16,MICHOACAN DE OCAMPO,16040,INDAPARAPEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,16,MICHOACAN DE OCAMPO,16041,IRIMBO,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
833,16,MICHOACAN DE OCAMPO,16042,IXTLAN,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
834,16,MICHOACAN DE OCAMPO,16043,JACONA,4,2,2,0,0,0,0,0,0,0,0,0,4,2,2,0
835,16,MICHOACAN DE OCAMPO,16044,JIMENEZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,16,MICHOACAN DE OCAMPO,16045,JIQUILPAN,12,7,5,0,0,0,0,0,0,0,0,0,12,7,5,0
837,16,MICHOACAN DE OCAMPO,16046,JUAREZ,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0
838,16,MICHOACAN DE OCAMPO,16047,JUNGAPEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,16,MICHOACAN DE OCAMPO,16048,LAGUNILLAS,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2,0
840,16,MICHOACAN DE OCAMPO,16049,MADERO,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0
841,16,MICHOACAN DE OCAMPO,16050,MARAVATIO,15,10,5,0,0,0,0,0,0,0,0,0,15,10,5,0
842,16,MICHOACAN DE OCAMPO,16051,MARCOS CASTELLANOS,9,6,3,0,0,0,0,0,0,0,0,0,9,6,3,0
843,16,MICHOACAN DE OCAMPO,16052,LAZARO CARDENAS,14,9,5,0,0,0,0,0,0,0,0,0,14,9,5,0
844,16,MICHOACAN DE OCAMPO,16053,MORELIA,28,18,10,0,0,0,0,0,0,0,0,0,28,18,10,0
845,16,MICHOACAN DE OCAMPO,16054,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,16,MICHOACAN DE OCAMPO,16055,MUGICA,11,9,2,0,0,0,0,0,0,0,0,0,11,9,2,0
847,16,MICHOACAN DE OCAMPO,16056,NAHUATZEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,16,MICHOACAN DE OCAMPO,16057,NOCUPETARO,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0
849,16,MICHOACAN DE OCAMPO,16058,NUEVO PARANGARICUTIRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,16,MICHOACAN DE OCAMPO,16059,NUEVO URECHO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,16,MICHOACAN DE OCAMPO,16060,NUMARAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,16,MICHOACAN DE OCAMPO,16061,OCAMPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,16,MICHOACAN DE OCAMPO,16062,PAJACUARAN,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,0
854,16,MICHOACAN DE OCAMPO,16063,PANINDICUARO,5,3,2,0,0,0,0,0,0,0,0,0,5,3,2,0
855,16,MICHOACAN DE OCAMPO,16064,PARACUARO,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2,0
856,16,MICHOACAN DE OCAMPO,16065,PARACHO,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0
857,16,MICHOACAN DE OCAMPO,16066,PATZCUARO,25,15,10,0,0,0,0,0,0,0,0,0,25,15,10,0
858,16,MICHOACAN DE OCAMPO,16067,PENJAMILLO,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
859,16,MICHOACAN DE OCAMPO,16068,PERIBAN,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
860,16,MICHOACAN DE OCAMPO,16069,LA PIEDAD,14,9,5,0,0,0,0,0,0,0,0,0,14,9,5,0
861,16,MICHOACAN DE OCAMPO,16070,PUREPERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,16,MICHOACAN DE OCAMPO,16071,PURUANDIRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,16,MICHOACAN DE OCAMPO,16072,QUERENDARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,16,MICHOACAN DE OCAMPO,16073,QUIROGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,16,MICHOACAN DE OCAMPO,16074,COJUMATLAN DE REGULES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,16,MICHOACAN DE OCAMPO,16075,LOS REYES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,16,MICHOACAN DE OCAMPO,16076,SAHUAYO,6,6,0,0,0,0,0,0,0,0,0,0,6,6,0,0
868,16,MICHOACAN DE OCAMPO,16077,SAN LUCAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,16,MICHOACAN DE OCAMPO,16078,SANTA ANA MAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,16,MICHOACAN DE OCAMPO,16079,SALVADOR ESCALANTE,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0
871,16,MICHOACAN DE OCAMPO,16080,SENGUIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,16,MICHOACAN DE OCAMPO,16081,SUSUPUATO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,16,MICHOACAN DE OCAMPO,16082,TACAMBARO,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0
874,16,MICHOACAN DE OCAMPO,16083,TANCITARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,16,MICHOACAN DE OCAMPO,16084,TANGAMANDAPIO,4,3,1,0,0,0,0,0,0,0,0,0,4,3,1,0
876,16,MICHOACAN DE OCAMPO,16085,TANGANCICUARO,7,7,0,0,0,0,0,0,0,0,0,0,7,7,0,0
877,16,MICHOACAN DE OCAMPO,16086,TANHUATO,14,8,6,0,0,0,0,0,0,0,0,0,14,8,6,0
878,16,MICHOACAN DE OCAMPO,16087,TARETAN,13,5,8,0,0,0,0,0,0,0,0,0,13,5,8,0
879,16,MICHOACAN DE OCAMPO,16088,TARIMBARO,8,4,4,0,0,0,0,0,0,0,0,0,8,4,4,0
880,16,MICHOACAN DE OCAMPO,16089,TEPALCATEPEC,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
881,16,MICHOACAN DE OCAMPO,16090,TINGAMBATO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,16,MICHOACAN DE OCAMPO,16091,TINGUINDIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,16,MICHOACAN DE OCAMPO,16092,TIQUICHEO DE NICOLAS ROMERO,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0
884,16,MICHOACAN DE OCAMPO,16093,TLALPUJAHUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,16,MICHOACAN DE OCAMPO,16094,TLAZAZALCA,9,1,8,0,0,0,0,0,0,0,0,0,9,1,8,0
886,16,MICHOACAN DE OCAMPO,16095,TOCUMBO,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0
887,16,MICHOACAN DE OCAMPO,16096,TUMBISCATIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,16,MICHOACAN DE OCAMPO,16097,TURICATO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,16,MICHOACAN DE OCAMPO,16098,TUXPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,16,MICHOACAN DE OCAMPO,16099,TUZANTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,16,MICHOACAN DE OCAMPO,16100,TZINTZUNTZAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,16,MICHOACAN DE OCAMPO,16101,TZITZIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,16,MICHOACAN DE OCAMPO,16102,URUAPAN,75,57,18,0,0,0,0,0,0,0,0,0,75,57,18,0
894,16,MICHOACAN DE OCAMPO,16103,VENUSTIANO CARRANZA,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
895,16,MICHOACAN DE OCAMPO,16104,VILLAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,16,MICHOACAN DE OCAMPO,16105,VISTA HERMOSA,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0
897,16,MICHOACAN DE OCAMPO,16106,YURECUARO,22,5,17,0,0,0,0,0,0,0,0,0,22,5,17,0
898,16,MICHOACAN DE OCAMPO,16107,ZACAPU,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0
899,16,MICHOACAN DE OCAMPO,16108,ZAMORA,53,36,17,0,0,0,0,0,0,0,0,0,53,36,17,0
900,16,MICHOACAN DE OCAMPO,16109,ZINAPARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,16,MICHOACAN DE OCAMPO,16110,ZINAPECUARO,10,1,9,0,0,0,0,0,0,0,0,0,10,1,9,0
902,16,MICHOACAN DE OCAMPO,16111,ZIRACUARETIRO,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0
903,16,MICHOACAN DE OCAMPO,16112,ZITACUARO,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0
904,16,MICHOACAN DE OCAMPO,16113,JOSE SIXTO VERDUZCO,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
905,17,MORELOS,17001,AMACUZAC,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
906,17,MORELOS,17002,ATLATLAHUCAN,37,6,31,0,0,0,0,0,0,0,0,0,37,6,31,0
907,17,MORELOS,17003,AXOCHIAPAN,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
908,17,MORELOS,17004,AYALA,10,2,8,0,0,0,0,0,0,0,0,0,10,2,8,0
909,17,MORELOS,17005,COATLAN DEL RIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,17,MORELOS,17006,CUAUTLA,45,8,37,0,0,0,0,0,0,0,0,0,45,8,37,0
911,17,MORELOS,17007,CUERNAVACA,13,9,4,0,0,0,0,0,0,0,0,0,13,9,4,0
912,17,MORELOS,17008,EMILIANO ZAPATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,17,MORELOS,17009,HUITZILAC,4,2,2,0,0,0,0,0,0,0,0,0,4,2,2,0
914,17,MORELOS,17010,JANTETELCO,17,5,12,0,0,0,0,0,0,0,0,0,17,5,12,0
915,17,MORELOS,17011,JIUTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,17,MORELOS,17012,JOJUTLA,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0
917,17,MORELOS,17013,JONACATEPEC DE LEANDRO VALLE,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
918,17,MORELOS,17014,MAZATEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,17,MORELOS,17015,MIACATLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,17,MORELOS,17016,OCUITUCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,17,MORELOS,17017,PUENTE DE IXTLA,13,3,10,0,0,0,0,0,0,0,0,0,13,3,10,0
922,17,MORELOS,17018,TEMIXCO,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,0
923,17,MORELOS,17019,TEPALCINGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,17,MORELOS,17020,TEPOZTLAN,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
925,17,MORELOS,17021,TETECALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,17,MORELOS,17022,TETELA DEL VOLCAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,17,MORELOS,17023,TLALNEPANTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,17,MORELOS,17024,TLALTIZAPAN DE ZAPATA,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
929,17,MORELOS,17025,TLAQUILTENANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,17,MORELOS,17026,TLAYACAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,17,MORELOS,17027,TOTOLAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,17,MORELOS,17028,XOCHITEPEC,8,4,4,0,0,0,0,0,0,0,0,0,8,4,4,0
933,17,MORELOS,17029,YAUTEPEC,34,11,23,0,0,0,0,0,0,0,0,0,34,11,23,0
934,17,MORELOS,17030,YECAPIXTLA,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0
935,17,MORELOS,17031,ZACATEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,17,MORELOS,17032,ZACUALPAN DE AMILPAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,17,MORELOS,17033,TEMOAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,17,MORELOS,17034,COATETELCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,17,MORELOS,17035,XOXOCOTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,17,MORELOS,17036,HUEYAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,18,NAYARIT,18001,ACAPONETA,8,2,6,0,0,0,0,0,0,0,0,0,8,2,6,0
942,18,NAYARIT,18002,AHUACATLAN,20,12,8,0,0,0,0,0,0,0,0,0,20,12,8,0
943,18,NAYARIT,18003,AMATLAN DE CAÑAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,18,NAYARIT,18004,COMPOSTELA,44,4,40,0,0,0,0,0,0,0,0,0,44,4,40,0
945,18,NAYARIT,18005,HUAJICORI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
