narmed1,narmed2,narmed3,narmed4,narmed5,narmed6,narmed7,narmed9,narmed10,narmed11,narmed12,narmed13,narmed14,narmed15,narmed17,narmed18,narmed19,narmed20,narmed21,narmed22,narmed23,narmed24,narmed25,narmed26
2252.2779,15558.0459,3344.4,11.62,8,0,12194.0259,135.1326,.97,46,86.107,2.0556,0,0,0,0,0,.7711,1,4747.4942,1460,7968,168.058,557218
