narcgn1,narcgn2,narcgn3,narcgn4,narcgn5,narcgn6,narcgn7,narcgn8,narcgn9,narcgn10,narcgn11,narcgn12,narcgn13,narcgn14,narcgn15,narcgn16,narcgn17,narcgn18,narcgn19,narcgn20,narcgn21,narcgn22
2087.7,0,0,0,892.36,5976.16,0,0,1.85,0,0,0,.12,0,0,.11,98,1645.61,371,66830,211.61,7414
