COLUMNA,DESCRIPCION,ORIGEN,TIPO_DATO,LONGITUD,CODIGO_VALIDO
numeral,Identificador o numeral del orden que guarda cada registro capturado dentro de la lista,SECC IV. 29,Carácter,4,0-5000
enticve1,Entidad federativa - Clave,SECC IV. 29,Carácter,2500,
entifed1,Entidad federativa - Nombre,SECC IV. 29,Carácter,2500,
municve1,Municipio o demarcación territorial - Clave,SECC IV. 29,Carácter,2500,
municip1,Municipio o demarcación territorial - Nombre,SECC IV. 29,Carácter,2500,
fasegu1,"Vertebrados - Mamíferos - Caninos (lobos, zorros, coyotes)",SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu2,"Vertebrados - Mamíferos - Felinos (leones, tigres, jaguares, pumas, ocelotes, linces)",SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu3,"Vertebrados - Mamíferos - Liebres, conejos, teporingos",SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu4,"Vertebrados - Mamíferos - Marinos (delfines, manatís, ballenas, vaquitas, focas)",SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu5,Vertebrados - Mamíferos - Osos,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu6,"Vertebrados - Mamíferos - Pequeños mamíferos (tlacuaches, erizos, coatis, mapaches)",SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu7,"Vertebrados - Mamíferos - Perezosos, hormigueros, armadillos",SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu8,"Vertebrados - Mamíferos - Primates (chimpancés, monos, mandriles)",SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu9,"Vertebrados - Mamíferos - Rumiantes (venados, bisontes, borregos)",SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu10,Vertebrados - Mamíferos - Otro tipo de mamíferos,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu11,Vertebrados - Mamíferos - Mamíferos no identificados,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu12,Vertebrados - Aves - Aves de corral,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu13,"Vertebrados - Aves - Aves rapaces (águilas, halcones, gavilanes)",SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu14,"Vertebrados - Aves - Búhos, lechuzas y tecolotes",SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu15,Vertebrados - Aves - Flamencos,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu16,Vertebrados - Aves - Guacamayas,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu17,"Vertebrados - Aves - Loros, pericos y cotorros",SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu18,Vertebrados - Aves - Tucanes,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu19,Vertebrados - Aves - Otro tipo de aves,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu20,Vertebrados - Aves - Aves no identificadas,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu21,Vertebrados - Reptiles - Camaleones,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu22,"Vertebrados - Reptiles - Cocodrilos, caimanes",SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu23,Vertebrados - Reptiles - Gekos,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu24,Vertebrados - Reptiles - Iguanas,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu25,Vertebrados - Reptiles - Lagartijas,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu26,Vertebrados - Reptiles - Serpientes,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu27,Vertebrados - Reptiles - Tortugas,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu28,Vertebrados - Reptiles - Otro tipo de reptiles,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu29,Vertebrados - Reptiles - Reptiles no identificados,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu30,Vertebrados - Anfibios - Ajolotes,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu31,Vertebrados - Anfibios - Ranas,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu32,Vertebrados - Anfibios - Salamandras,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu33,Vertebrados - Anfibios - Sapos,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu34,Vertebrados - Anfibios - Otro tipo de anfibios,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu35,Vertebrados - Anfibios - Anfibios no identificados,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu36,Vertebrados - Peces - Anguilas,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu37,Vertebrados - Peces - Atunes,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu38,Vertebrados - Peces - Bagres,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu39,Vertebrados - Peces - Carpas,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu40,Vertebrados - Peces - Cazones,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu41,Vertebrados - Peces - Lenguados,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu42,Vertebrados - Peces - Lisas,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu43,Vertebrados - Peces - Lobinas,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu44,Vertebrados - Peces - Mantarrayas,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu45,Vertebrados - Peces - Mojarras,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu46,Vertebrados - Peces - Pargos,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu47,Vertebrados - Peces - Robalos,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu48,Vertebrados - Peces - Salmones,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu49,Vertebrados - Peces - Sardinas,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu50,Vertebrados - Peces - Sierras,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu51,Vertebrados - Peces - Tiburones,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu52,Vertebrados - Peces - Tilapias,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu53,Vertebrados - Peces - Totoabas y corvinas,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu54,Vertebrados - Peces - Otro tipo de peces,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu55,Vertebrados - Peces - Peces no identificados,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu56,Vertebrados - Otro tipo de vertebrados,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu57,Vertebrados - Vertebrados no identificados,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu58,"Invertebrados - Artrópodos (arácnidos, insectos, miriápodos y crustáceos) - Alacranes y escorpiones",SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu59,"Invertebrados - Artrópodos (arácnidos, insectos, miriápodos y crustáceos) - Camarones",SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu60,"Invertebrados - Artrópodos (arácnidos, insectos, miriápodos y crustáceos) - Cangrejos, jaibas y langostas",SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu61,"Invertebrados - Artrópodos (arácnidos, insectos, miriápodos y crustáceos) - Ciempiés y milpiés",SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu62,"Invertebrados - Artrópodos (arácnidos, insectos, miriápodos y crustáceos) - Cucarachas",SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu63,"Invertebrados - Artrópodos (arácnidos, insectos, miriápodos y crustáceos) - Grillos",SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu64,"Invertebrados - Artrópodos (arácnidos, insectos, miriápodos y crustáceos) - Hormigas",SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu65,"Invertebrados - Artrópodos (arácnidos, insectos, miriápodos y crustáceos) - Mariposas",SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu66,"Invertebrados - Artrópodos (arácnidos, insectos, miriápodos y crustáceos) - Tarántulas y arañas",SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu67,"Invertebrados - Artrópodos (arácnidos, insectos, miriápodos y crustáceos) - Otro tipo de artrópodos",SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu68,"Invertebrados - Artrópodos (arácnidos, insectos, miriápodos y crustáceos) - Artrópodos no identificados",SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu69,Invertebrados - Cnidarios - Corales,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu70,Invertebrados - Cnidarios - Anémonas,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu71,Invertebrados - Cnidarios - Medusas,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu72,Invertebrados - Cnidarios - Otro tipo de cnidarios,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu73,Invertebrados - Cnidarios - Cnidarios no identificados,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu74,Invertebrados - Equinodermos - Estrellas de mar,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu75,Invertebrados - Equinodermos - Erizos de mar,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu76,Invertebrados - Equinodermos - Pepinos de mar,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu77,Invertebrados - Equinodermos - Otro tipo de equinodermos,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu78,Invertebrados - Equinodermos - Equinodermos no identificados,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu79,Invertebrados - Moluscos - Almejas,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu80,Invertebrados - Moluscos - Calamares,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu81,Invertebrados - Moluscos - Caracoles,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu82,Invertebrados - Moluscos - Ostiones,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu83,Invertebrados - Moluscos - Pulpos,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu84,Invertebrados - Moluscos - Otro tipo de moluscos,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu85,Invertebrados - Moluscos - Moluscos no identificados,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu86,Invertebrados - Poríferos - Esponjas,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu87,Invertebrados - Poríferos - Otro tipo de poríferos,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu88,Invertebrados - Poríferos - Poríferos no identificados,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu89,Invertebrados - Otro tipo de invertebrados,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu90,Invertebrados - Invertebrados no identificados,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
fasegu91,Otro tipo de especies de fauna,SECC IV. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
