Fecha,Entidad,Aborto,Abuso de confianza,Abuso sexual,Acoso sexual,Allanamiento de morada,Amenazas,Con arma blanca,Con arma de fuego,Con otro elemento,Con violencia,Contra el medio ambiente,Corrupción de menores,Daño a la propiedad,Delitos cometidos por servidores públicos,Despojo,Electorales,En accidente de tránsito,Evasión de presos,Extorsión,Falsedad,Falsificación,Fraude,Hostigamiento sexual,Incesto,Incumplimiento de obligaciones de asistencia familiar,Narcomenudeo,No especificado,Otro tipo de secuestros,Otros delitos contra el patrimonio,Otros delitos contra la familia,Otros delitos contra la sociedad,Otros delitos del Fuero Común,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la vida y la integridad corporal,Rapto,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia","Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",Robo de coche de 4 ruedas Con violencia,Robo de coche de 4 ruedas Sin violencia,Robo de embarcaciones pequeñas y grandes Con violencia,Robo de embarcaciones pequeñas y grandes Sin violencia,Robo de herramienta industrial o agrícola Con violencia,Robo de herramienta industrial o agrícola Sin violencia,Robo de motocicleta Con violencia,Robo de motocicleta Sin violencia,Robo de tractores Con violencia,Robo de tractores Sin violencia,Secuestro con calidad de rehén,Secuestro exprés,Secuestro extorsivo,Secuestro para causar daño,Sin violencia,Tráfico de menores,Trata de personas,Violación equiparada,Violación simple,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia familiar,TotalDelitos,armas_sinUD,state_code,Poblacion2020,armas_conUD,unemp_rate,ipi,ipi_pct_change_month,mes
2017-01-01,Aguascalientes,0,2.03422121243793,0,0,1.6834934171900109,6.944410345908795,1.1223289447933407,0.28058223619833517,10.381542739338402,4.489315779173363,0,0.4208733542975027,12.485909510825914,0.07014555904958379,0.5611644723966703,0,4.419170220123779,0,0.9118922676445893,0.5611644723966703,1.8939300943387625,3.787860188677525,0,0,0.14029111809916758,4.769898015371698,1.332765621942092,0,0,1.1223289447933407,0,7.716011495454217,0,1.1924745038429245,0,0,0,0,0.28058223619833517,17.325953085247196,0,0,0,0,0.07014555904958379,3.8580057477271086,0,0,0,0,0.07014555904958379,0,52.95989708243576,0,0,0.35072779524791897,0.7716011495454217,0,3.928151306776692,147.9369840355722,0.28058223619833517,0.07014555904958379,1425607,0.4208733542975027,3.40056,92.13449705,4.486271352,1
2017-01-01,Baja California,0.10612838350552664,1.5388615608301361,2.1225676701105325,0,4.032878573210012,6.977941215488376,0.3979814381457249,2.175631861863296,0.8755591639205947,30.193525107322326,0.02653209587638166,0.37144934226934323,15.36208351242498,1.7776504237175712,1.2735406020663196,0,0.5837061092803965,0.02653209587638166,0.5041098216512515,0.26532095876381656,0.6367703010331598,1.7511183278411895,0.23878886288743492,0,1.485797369077373,8.17188552992555,21.41140137224,0.02653209587638166,0.7959628762914498,0.5571740134040148,0,18.121421483568675,1.1408801226844114,0.3979814381457249,1.3531368896954645,0,0,0,3.3961082721768525,48.8986527001714,0,0,0,0,0,0,0,0,0,0,0,0,45.26375556510711,0,0,0.7428986845386865,1.167412218560793,0,13.637497280460172,237.8071753400088,2.175631861863296,0.05306419175276332,3769020,2.3082923412452043,2.88928,91.96209538,8.626059348,1
2017-01-01,Baja California Sur,0.25048625644532446,3.632050718457205,2.3796194362305827,0,2.3796194362305827,13.025285335156873,0.3757293846679867,5.3854545135744765,2.129133179785258,11.522367796484927,0,0.12524312822266223,20.038900515625958,4.383509487793178,5.3854545135744765,0,1.8786469233399337,0,3.3815644620118808,0.3757293846679867,2.7553488208985693,7.514587693359735,0.25048625644532446,0,8.516532719141033,11.146638411816939,11.271881540039601,0,0.7514587693359734,2.8805919491212317,0,5.260211385351814,1.2524312822266224,0.25048625644532446,0.8767018975586357,0,0,0.25048625644532446,0.12524312822266223,17.28355169472739,0,0.3757293846679867,0,0,0,0.7514587693359734,0,0,0,0,0,0,95.81099309033661,0,0,0.12524312822266223,1.7534037951172714,0,21.917547438965894,267.76980814005185,5.3854545135744765,0.3757293846679867,798447,5.3854545135744765,4.7592,72.85822157,12.63054752,1
2017-01-01,Campeche,0,0,0.4308659436018023,0,0.21543297180090115,0.10771648590045058,0.32314945770135173,0.4308659436018023,0.8617318872036046,1.292597830805407,0,0.10771648590045058,1.7234637744072092,0.21543297180090115,0,0,1.7234637744072092,0,0.21543297180090115,0,0,0,0,0,0,0.754015401303154,0,0,0.32314945770135173,0,0,0.32314945770135173,0,0.21543297180090115,0,0,0,0,0,1.6157472885067587,0,0,0,0,0,3.7700770065157703,0,0,0,0,0.21543297180090115,0,2.6929121475112643,0,0,0.4308659436018023,0.4308659436018023,0,0.32314945770135173,18.742668546678402,0.4308659436018023,0.4308659436018023,928363,0.4308659436018023,3.73899,115.8192386,-5.979274695,1
2017-01-01,Chiapas,0.03607615532083607,0.27057116490627053,0.36076155320836073,0,0.21645693192501644,0.7395611840771394,0.6674088734354673,0.7395611840771394,2.7959020373647956,8.730429587642329,0,0.21645693192501644,2.399064328835599,0.4329138638500329,0.4329138638500329,0,1.7857696883813856,0.018038077660418036,0.21645693192501644,0.03607615532083607,0.27057116490627053,1.1183608149459183,0.018038077660418036,0,0.6854469510958854,0.7936754170583936,0,0,0.018038077660418036,0.018038077660418036,0.09019038830209018,4.744014424689944,0.23449500958543446,0.12626654362292625,0,0.03607615532083607,0,0,0.8477896500396477,1.966150464985566,0,0,0.03607615532083607,0.07215231064167214,0.4509519415104509,1.028170426643828,0,0,0,0,0.07215231064167214,0,2.922168580987722,0,0.1984188542645984,0.10822846596250822,0.7756373393979755,0,2.543368950118943,39.26889506673007,0.7395611840771394,0.12626654362292625,5543828,0.7395611840771394,2.53584,113.8372893,-1.554087545,1
2017-01-01,Chihuahua,0,1.2026075739156021,1.9776213437723233,0,0.9353614463788016,4.489734942618248,1.095709122900882,3.0733304666732053,5.87941480580961,2.806084339136405,0.13362306376840022,0.08017383826104013,14.858884691046105,1.3362306376840023,1.737099828989203,0,2.325041309570164,0.026724612753680047,0.026724612753680047,0.42759380405888076,0.8284629953640814,5.47854561450441,0.3474199657978406,0.026724612753680047,4.062141138559367,22.71592084062804,0,0,0.18707228927576033,0,0,6.173385546100091,1.2293321866692821,0.026724612753680047,0.6146660933346411,0,0,0,1.3629552504376823,7.776862311320893,0,0,0,0.16034767652208026,0.026724612753680047,0.3474199657978406,0,0,0,0,0,0,20.551227207579956,0,0.18707228927576033,0.24052151478312042,1.3362306376840023,0,19.615865761201153,135.70758356318728,3.0733304666732053,0.21379690202944038,3741869,3.0733304666732053,3.03463,99.83153927,6.058646958,1
2017-01-01,Ciudad de México,0.07600480524094391,3.029334380317622,1.0206359560926754,0.21715658640269692,0.7383323937691695,7.6547696706950665,1.1617877372544285,2.519016402271284,4.006539019129758,20.32585648729243,0.6949010764886301,0.08686263456107876,9.674325924240147,2.2910019865484523,2.7796043059545203,0.4668866607657984,4.1151173123311064,0,0.5211758073664726,0.423455343485259,5.863227832872816,9.72861507084082,0,0,0.6188962712476862,1.7046792032611708,0,0,0,0.8577685162906528,0.06514697592080908,8.00222020893938,0.7600480524094392,0.010857829320134845,0,0,0,0,2.9859030630370826,5.917516979473491,0,0,0,0,1.2269347131752375,1.41151781161753,0,0.010857829320134845,0,0,0.010857829320134845,0,54.593165821638,0,0.010857829320134845,0.03257348796040454,0.2388722450429666,0,15.005520120426356,170.85880218164192,2.519016402271284,0.09772046388121361,9209944,3.1270548441988355,3.75831,99.8782571,7.068980513,1
2017-01-01,Coahuila,0,1.5571517596927136,0.8898010055386935,0.254228858725341,0.9851368275606963,6.514614504836863,0.19067164404400574,0.34956468074734387,9.851368275606964,3.1460821267260948,0.031778607340667626,0.15889303670333813,18.399813650246553,0,0.9215796128793611,0,1.9067164404400574,0,0.031778607340667626,0.1271144293626705,0.44490050276934673,2.3516169432094043,0,0.031778607340667626,0.5402363247913496,6.927736400265542,0,0,1.684266189055384,0.8262437908573582,0,22.05435349442333,0,0.19067164404400574,0.06355721468133525,0,0,0.28600746606600863,0.4131218954286791,3.3367537707701005,0,0,0,0.1271144293626705,0,0.1271144293626705,0,0,0,0,0.031778607340667626,0,22.403918175170674,0,0,0.09533582202200287,0.22245025138467336,0.06355721468133525,15.571517596927135,123.11032483774638,0.34956468074734387,0.15889303670333813,3146771,0.3813432880880115,0,0,0,1
2017-01-01,Colima,0,4.922127835863444,2.050886598276435,0,2.597789691150151,22.012849488167067,1.36725773218429,7.246465980576737,9.160626805634742,12.442045362877039,0,0,23.790284540006645,0,4.511950516208157,0,6.1526597948293045,0,0.546903092873716,0.273451546436858,0.683628866092145,17.36417319874048,0.136725773218429,0,11.348239177129607,9.023901032416314,8.066820619887311,0,0,0,0,13.262400002187613,1.093806185747432,0.273451546436858,0,0,0,0,0,16.68054433264834,0,0,0,0,0,6.2893855680477335,0,0,0,0,0,0,73.83191753795165,0,0.136725773218429,0.410177319655287,1.093806185747432,0,26.114622684719937,282.8856247889296,7.246465980576737,0.820354639310574,731391,7.246465980576737,3.43244,104.5103463,-0.114224297,1
2017-01-01,Durango,0,3.383079147682318,1.5824079884320519,0,0.4365263416364281,9.385316345183204,0.8730526832728562,0.8184868905683027,8.83965841813767,3.492210733091425,0,0,12.932092870979183,1.0913158540910703,1.9643685373639266,0,6.929855673478296,0,0.21826317081821406,0.054565792704553515,0,9.712711101410525,0,0,0.10913158540910703,2.728289635227676,4.5835265871824955,0,0.4365263416364281,1.1458816467956239,0.21826317081821406,5.402013477750798,0.2728289635227676,0.21826317081821406,0.10913158540910703,0,0,0,1.3095790249092845,5.838539819387226,0,0,0,0,0,0.7639210978637492,0,0,0,0,0.16369737811366056,0,41.41543666275612,0,0,0.054565792704553515,0.6547895124546422,0,26.4098436690039,153.5481406706136,0.8184868905683027,0.5456579270455352,1832650,0.8184868905683027,4.04593,95.02724446,3.045814378,1
