Entidad,Fecha,Cuenta
Michoacán,2022-09-01,6
Michoacán,2022-10-01,3
Michoacán,2022-11-01,8
Michoacán,2022-12-01,7
Michoacán,2023-01-01,1
Michoacán,2023-02-01,7
Michoacán,2023-04-01,3
Michoacán,2023-05-01,1
Michoacán,2023-06-01,2
Michoacán,2023-07-01,1
Michoacán,2023-08-01,1
Michoacán,2023-09-01,2
Michoacán,2023-10-01,11
Michoacán,2023-11-01,3
Michoacán,2023-12-01,7
Morelos,2017-01-01,4
Morelos,2017-02-01,2
Morelos,2017-03-01,38
Morelos,2017-04-01,44
Morelos,2017-05-01,5
Morelos,2017-06-01,3
Morelos,2017-07-01,5
Morelos,2017-08-01,5
Morelos,2017-09-01,6
Morelos,2017-10-01,6
Morelos,2017-11-01,4
Morelos,2017-12-01,7
Morelos,2018-01-01,4
Morelos,2018-02-01,9
Morelos,2018-03-01,3
Morelos,2018-04-01,4
Morelos,2018-05-01,4
Morelos,2018-08-01,2
Morelos,2018-09-01,3
Morelos,2018-10-01,6
Morelos,2018-11-01,4
Morelos,2018-12-01,3
Morelos,2019-01-01,2
Morelos,2019-02-01,1
Morelos,2019-03-01,5
Morelos,2019-04-01,3
Morelos,2019-05-01,3
Morelos,2019-06-01,2
Morelos,2019-07-01,7
Morelos,2019-08-01,1
Morelos,2019-09-01,2
Morelos,2019-10-01,4
Morelos,2019-11-01,3
Morelos,2020-01-01,3
Morelos,2020-02-01,2
Morelos,2020-03-01,1
Morelos,2020-04-01,2
Morelos,2020-05-01,5
Morelos,2020-09-01,1
Morelos,2020-10-01,1
Morelos,2020-11-01,3
Morelos,2020-12-01,6
Morelos,2021-01-01,2
Morelos,2021-02-01,1
Morelos,2021-03-01,4
Morelos,2021-04-01,7
Morelos,2021-05-01,3
Morelos,2021-06-01,15
Morelos,2021-07-01,88
Morelos,2021-08-01,36
Morelos,2021-09-01,7
Morelos,2021-10-01,3
Morelos,2021-11-01,6
Morelos,2021-12-01,6
Morelos,2022-01-01,4
Morelos,2022-02-01,2
Morelos,2022-03-01,7
Morelos,2022-04-01,7
Morelos,2022-05-01,4
Morelos,2022-06-01,4
Morelos,2022-08-01,1
Morelos,2022-09-01,7
Morelos,2022-10-01,3
Morelos,2022-11-01,5
Morelos,2022-12-01,6
Morelos,2023-01-01,5
Morelos,2023-02-01,2
Morelos,2023-03-01,4
Morelos,2023-04-01,8
Morelos,2023-05-01,6
Morelos,2023-06-01,7
Morelos,2023-07-01,3
Morelos,2023-08-01,1
Morelos,2023-09-01,6
Morelos,2023-10-01,9
Morelos,2023-11-01,4
Morelos,2023-12-01,1
México,2017-01-01,23
México,2017-02-01,25
México,2017-03-01,44
México,2017-04-01,43
México,2017-05-01,40
México,2017-06-01,47
México,2017-07-01,49
México,2017-08-01,44
México,2017-09-01,31
México,2017-10-01,55
México,2017-11-01,37
México,2017-12-01,50
México,2018-01-01,43
México,2018-02-01,32
México,2018-03-01,44
México,2018-04-01,42
México,2018-05-01,48
México,2018-06-01,55
México,2018-07-01,39
México,2018-08-01,44
México,2018-09-01,62
México,2018-10-01,46
México,2018-11-01,36
México,2018-12-01,48
México,2019-01-01,56
México,2019-02-01,55
México,2019-03-01,53
México,2019-04-01,58
México,2019-05-01,51
México,2019-06-01,52
México,2019-07-01,52
México,2019-08-01,63
México,2019-09-01,71
México,2019-10-01,72
México,2019-11-01,59
México,2019-12-01,64
México,2020-01-01,71
México,2020-02-01,54
México,2020-03-01,68
México,2020-04-01,36
México,2020-05-01,49
México,2020-06-01,40
México,2020-07-01,36
México,2020-08-01,56
México,2020-09-01,44
México,2020-10-01,70
México,2020-11-01,60
México,2020-12-01,77
México,2021-01-01,67
México,2021-02-01,66
México,2021-03-01,65
México,2021-04-01,67
México,2021-05-01,91
México,2021-06-01,62
México,2021-07-01,38
México,2021-08-01,41
México,2021-09-01,48
México,2021-10-01,45
México,2021-11-01,56
México,2021-12-01,55
México,2022-01-01,47
México,2022-02-01,80
México,2022-03-01,74
México,2022-04-01,64
México,2022-05-01,60
México,2022-06-01,72
México,2022-07-01,58
México,2022-08-01,51
México,2022-09-01,95
México,2022-10-01,91
México,2022-11-01,96
México,2022-12-01,76
México,2023-01-01,8
México,2023-02-01,1
México,2023-03-01,2
México,2023-04-01,4
México,2023-05-01,5
México,2023-06-01,4
México,2023-07-01,9
México,2023-08-01,4
México,2023-09-01,6
México,2023-10-01,3
México,2023-11-01,1
México,2023-12-01,1
Nayarit,2017-01-01,2
Nayarit,2017-03-01,1
Nayarit,2017-06-01,1
Nayarit,2018-01-01,1
Nayarit,2018-02-01,3
Nayarit,2018-05-01,1
Nayarit,2018-08-01,1
Nayarit,2018-09-01,1
Nayarit,2018-10-01,1
Nayarit,2018-11-01,2
Nayarit,2019-01-01,1
Nayarit,2019-02-01,3
Nayarit,2019-05-01,2
Nayarit,2019-06-01,1
Nayarit,2019-07-01,1
Nayarit,2019-08-01,2
Nayarit,2019-09-01,2
Nayarit,2019-10-01,2
Nayarit,2019-12-01,2
Nayarit,2020-02-01,1
Nayarit,2020-03-01,2
Nayarit,2020-04-01,6
Nayarit,2020-06-01,3
Nayarit,2020-08-01,1
Nayarit,2020-09-01,2
Nayarit,2020-11-01,1
Nayarit,2021-01-01,1
Nayarit,2021-02-01,2
Nayarit,2021-04-01,3
Nayarit,2021-06-01,2
Nayarit,2021-07-01,3
Nayarit,2021-08-01,4
Nayarit,2021-09-01,3
Nayarit,2021-11-01,1
Nayarit,2021-12-01,2
Nayarit,2022-01-01,1
Nayarit,2022-02-01,2
Nayarit,2022-04-01,5
Nayarit,2022-08-01,1
Nayarit,2022-10-01,2
Nayarit,2022-12-01,1
Nayarit,2023-01-01,3
Nayarit,2023-02-01,1
Nayarit,2023-04-01,1
Nayarit,2023-05-01,1
Nayarit,2023-06-01,1
Nayarit,2023-07-01,1
Nayarit,2023-10-01,1
Nuevo León,2017-01-01,5
Nuevo León,2017-02-01,3
Nuevo León,2017-03-01,6
Nuevo León,2017-04-01,6
Nuevo León,2017-05-01,9
Nuevo León,2017-06-01,2
Nuevo León,2017-07-01,6
Nuevo León,2017-08-01,5
Nuevo León,2017-09-01,3
Nuevo León,2017-10-01,3
Nuevo León,2017-11-01,4
Nuevo León,2017-12-01,2
Nuevo León,2018-01-01,4
Nuevo León,2018-02-01,5
Nuevo León,2018-03-01,9
Nuevo León,2018-04-01,8
Nuevo León,2018-05-01,15
Nuevo León,2018-06-01,9
Nuevo León,2018-07-01,7
Nuevo León,2018-08-01,13
Nuevo León,2018-09-01,11
Nuevo León,2018-10-01,7
Nuevo León,2018-11-01,11
Nuevo León,2018-12-01,12
Nuevo León,2019-01-01,2
Nuevo León,2019-02-01,6
Nuevo León,2019-03-01,3
Nuevo León,2019-04-01,8
Nuevo León,2019-05-01,5
Nuevo León,2019-06-01,7
Nuevo León,2019-07-01,6
Nuevo León,2019-08-01,14
Nuevo León,2019-09-01,6
Nuevo León,2019-10-01,6
Nuevo León,2019-11-01,4
Nuevo León,2019-12-01,4
Nuevo León,2020-01-01,3
Nuevo León,2020-02-01,5
Nuevo León,2020-03-01,6
Nuevo León,2020-04-01,2
Nuevo León,2020-05-01,4
Nuevo León,2020-06-01,9
Nuevo León,2020-07-01,5
Nuevo León,2020-08-01,3
Nuevo León,2020-09-01,8
Nuevo León,2020-10-01,6
Nuevo León,2020-11-01,1
Nuevo León,2020-12-01,11
Nuevo León,2021-01-01,6
Nuevo León,2021-02-01,3
Nuevo León,2021-03-01,4
Nuevo León,2021-04-01,5
Nuevo León,2021-05-01,3
Nuevo León,2021-06-01,9
Nuevo León,2021-07-01,3
Nuevo León,2021-08-01,4
Nuevo León,2021-09-01,9
Nuevo León,2021-10-01,4
Nuevo León,2021-11-01,5
Nuevo León,2021-12-01,9
Nuevo León,2022-02-01,3
Nuevo León,2022-03-01,4
Nuevo León,2022-04-01,4
Nuevo León,2022-05-01,4
Nuevo León,2022-06-01,2
Nuevo León,2022-07-01,6
Nuevo León,2022-08-01,6
Nuevo León,2022-09-01,4
Nuevo León,2022-10-01,6
Nuevo León,2022-11-01,10
Nuevo León,2022-12-01,7
Nuevo León,2023-01-01,8
Nuevo León,2023-02-01,7
Nuevo León,2023-03-01,8
Nuevo León,2023-04-01,6
Nuevo León,2023-05-01,18
Nuevo León,2023-06-01,11
Nuevo León,2023-07-01,6
Nuevo León,2023-08-01,10
Nuevo León,2023-09-01,6
Nuevo León,2023-10-01,13
Nuevo León,2023-11-01,7
Nuevo León,2023-12-01,14
Oaxaca,2017-01-01,3
Oaxaca,2017-02-01,4
Oaxaca,2017-03-01,4
Oaxaca,2017-04-01,5
Oaxaca,2017-05-01,2
Oaxaca,2017-06-01,3
Oaxaca,2017-07-01,3
Oaxaca,2017-08-01,3
Oaxaca,2017-09-01,4
Oaxaca,2017-10-01,3
Oaxaca,2017-11-01,4
Oaxaca,2017-12-01,3
Oaxaca,2018-01-01,4
Oaxaca,2018-02-01,1
Oaxaca,2018-03-01,1
Oaxaca,2018-04-01,6
Oaxaca,2018-05-01,3
Oaxaca,2018-06-01,2
Oaxaca,2018-07-01,6
Oaxaca,2018-08-01,4
Oaxaca,2018-09-01,5
Oaxaca,2018-10-01,1
Oaxaca,2018-11-01,3
Oaxaca,2018-12-01,5
Oaxaca,2019-01-01,5
Oaxaca,2019-02-01,2
Oaxaca,2019-03-01,4
Oaxaca,2019-04-01,3
Oaxaca,2019-05-01,6
Oaxaca,2019-06-01,1
Oaxaca,2019-07-01,4
Oaxaca,2019-08-01,3
Oaxaca,2019-09-01,4
Oaxaca,2019-10-01,4
Oaxaca,2019-11-01,4
Oaxaca,2019-12-01,4
Oaxaca,2020-01-01,4
Oaxaca,2020-02-01,1
Oaxaca,2020-03-01,4
Oaxaca,2020-04-01,3
Oaxaca,2020-05-01,3
Oaxaca,2020-07-01,4
Oaxaca,2020-08-01,5
Oaxaca,2020-09-01,2
Oaxaca,2020-10-01,2
Oaxaca,2020-12-01,1
Oaxaca,2021-01-01,4
Oaxaca,2021-02-01,8
Oaxaca,2021-03-01,5
Oaxaca,2021-04-01,6
Oaxaca,2021-05-01,5
Oaxaca,2021-06-01,5
Oaxaca,2021-07-01,2
Oaxaca,2021-08-01,4
Oaxaca,2021-09-01,3
Oaxaca,2021-10-01,6
Oaxaca,2021-11-01,6
Oaxaca,2021-12-01,1
Oaxaca,2022-01-01,1
Oaxaca,2022-02-01,2
Oaxaca,2022-03-01,1
Oaxaca,2022-04-01,2
Oaxaca,2022-05-01,7
Oaxaca,2022-06-01,4
Oaxaca,2022-07-01,4
Oaxaca,2022-08-01,2
Oaxaca,2022-09-01,3
Oaxaca,2022-10-01,6
Oaxaca,2022-11-01,1
Oaxaca,2022-12-01,1
Oaxaca,2023-01-01,2
Oaxaca,2023-02-01,1
Oaxaca,2023-03-01,2
Oaxaca,2023-05-01,1
Oaxaca,2023-07-01,2
Oaxaca,2023-08-01,3
Oaxaca,2023-09-01,2
Oaxaca,2023-10-01,1
Oaxaca,2023-11-01,3
Puebla,2017-01-01,3
Puebla,2017-02-01,7
Puebla,2017-03-01,4
Puebla,2017-04-01,2
Puebla,2017-05-01,8
Puebla,2017-06-01,8
Puebla,2017-07-01,6
Puebla,2017-08-01,7
Puebla,2017-09-01,4
Puebla,2017-10-01,8
Puebla,2017-11-01,12
Puebla,2017-12-01,2
Puebla,2018-01-01,5
Puebla,2018-02-01,13
Puebla,2018-03-01,6
Puebla,2018-04-01,3
Puebla,2018-05-01,6
Puebla,2018-06-01,2
Puebla,2018-07-01,8
Puebla,2018-08-01,9
Puebla,2018-09-01,11
Puebla,2018-10-01,3
Puebla,2018-11-01,5
Puebla,2018-12-01,9
Puebla,2019-01-01,4
Puebla,2019-02-01,5
Puebla,2019-03-01,2
Puebla,2019-04-01,4
Puebla,2019-05-01,6
Puebla,2019-06-01,2
Puebla,2019-07-01,3
Puebla,2019-08-01,15
Puebla,2019-09-01,4
Puebla,2019-10-01,3
Puebla,2019-11-01,3
Puebla,2019-12-01,4
Puebla,2020-01-01,6
Puebla,2020-02-01,3
Puebla,2020-03-01,11
Puebla,2020-04-01,15
Puebla,2020-05-01,6
Puebla,2020-06-01,3
Puebla,2020-07-01,9
Puebla,2020-08-01,11
Puebla,2020-09-01,8
Puebla,2020-10-01,85
Puebla,2020-11-01,21
Puebla,2020-12-01,29
Puebla,2021-01-01,16
Puebla,2021-02-01,6
Puebla,2021-03-01,20
Puebla,2021-04-01,25
Puebla,2021-05-01,25
Puebla,2021-06-01,24
Puebla,2021-07-01,25
Puebla,2021-08-01,25
Puebla,2021-09-01,9
Puebla,2021-10-01,29
Puebla,2021-11-01,16
Puebla,2021-12-01,19
Puebla,2022-01-01,19
Puebla,2022-02-01,13
Puebla,2022-03-01,13
Puebla,2022-04-01,5
Puebla,2022-05-01,15
Puebla,2022-06-01,18
Puebla,2022-07-01,8
Puebla,2022-08-01,26
Puebla,2022-09-01,11
Puebla,2022-10-01,18
Puebla,2022-11-01,15
Puebla,2022-12-01,22
Puebla,2023-01-01,2
Puebla,2023-02-01,9
Puebla,2023-03-01,1
Puebla,2023-04-01,7
Puebla,2023-05-01,2
Puebla,2023-06-01,7
Puebla,2023-07-01,7
Puebla,2023-08-01,12
Puebla,2023-09-01,5
Puebla,2023-10-01,3
Puebla,2023-11-01,4
Puebla,2023-12-01,15
Querétaro,2017-01-01,4
Querétaro,2017-03-01,1
Querétaro,2017-04-01,1
Querétaro,2017-05-01,1
Querétaro,2017-06-01,1
Querétaro,2017-08-01,1
Querétaro,2018-05-01,1
Querétaro,2018-08-01,1
Querétaro,2018-12-01,3
Querétaro,2019-01-01,1
Querétaro,2019-02-01,1
Querétaro,2019-04-01,1
Querétaro,2019-06-01,1
Querétaro,2019-07-01,1
Querétaro,2019-08-01,2
Querétaro,2019-12-01,3
Querétaro,2020-03-01,1
Querétaro,2020-04-01,1
Querétaro,2020-05-01,1
Querétaro,2020-08-01,2
Querétaro,2020-09-01,2
Querétaro,2020-10-01,2
Querétaro,2020-11-01,1
Querétaro,2020-12-01,2
Querétaro,2021-02-01,1
Querétaro,2021-05-01,1
Querétaro,2021-06-01,1
Querétaro,2021-08-01,1
Querétaro,2021-12-01,1
Querétaro,2022-04-01,3
Querétaro,2022-05-01,1
Querétaro,2022-08-01,3
Querétaro,2022-09-01,2
Querétaro,2022-10-01,2
Querétaro,2022-11-01,2
Querétaro,2023-01-01,1
Querétaro,2023-02-01,1
Querétaro,2023-03-01,1
Querétaro,2023-04-01,2
Querétaro,2023-05-01,2
Querétaro,2023-07-01,1
Querétaro,2023-08-01,1
Querétaro,2023-09-01,1
Quintana Roo,2017-03-01,3
Quintana Roo,2017-04-01,2
Quintana Roo,2017-06-01,1
Quintana Roo,2017-08-01,1
Quintana Roo,2017-09-01,3
Quintana Roo,2017-10-01,1
Quintana Roo,2017-12-01,1
Quintana Roo,2018-01-01,1
Quintana Roo,2018-04-01,1
Quintana Roo,2018-05-01,1
Quintana Roo,2018-07-01,2
Quintana Roo,2018-08-01,2
Quintana Roo,2018-10-01,4
Quintana Roo,2018-11-01,1
Quintana Roo,2018-12-01,2
Quintana Roo,2019-01-01,2
Quintana Roo,2019-02-01,1
Quintana Roo,2019-04-01,1
Quintana Roo,2019-05-01,2
Quintana Roo,2019-06-01,1
Quintana Roo,2019-07-01,2
Quintana Roo,2019-08-01,2
Quintana Roo,2019-09-01,1
Quintana Roo,2019-10-01,3
Quintana Roo,2019-11-01,1
Quintana Roo,2019-12-01,3
Quintana Roo,2020-01-01,4
Quintana Roo,2020-02-01,2
Quintana Roo,2020-03-01,1
Quintana Roo,2020-04-01,1
Quintana Roo,2020-05-01,1
Quintana Roo,2020-09-01,3
Quintana Roo,2020-10-01,3
Quintana Roo,2020-11-01,2
Quintana Roo,2021-02-01,1
Quintana Roo,2021-03-01,2
Quintana Roo,2021-04-01,3
Quintana Roo,2021-05-01,3
Quintana Roo,2021-06-01,1
Quintana Roo,2021-07-01,4
Quintana Roo,2021-08-01,4
Quintana Roo,2021-09-01,4
Quintana Roo,2021-10-01,8
Quintana Roo,2021-11-01,4
Quintana Roo,2021-12-01,2
Quintana Roo,2022-01-01,5
Quintana Roo,2022-02-01,5
Quintana Roo,2022-03-01,3
Quintana Roo,2022-04-01,2
Quintana Roo,2022-05-01,4
Quintana Roo,2022-06-01,1
Quintana Roo,2022-07-01,4
Quintana Roo,2022-08-01,5
Quintana Roo,2022-11-01,4
Quintana Roo,2022-12-01,3
Quintana Roo,2023-02-01,1
Quintana Roo,2023-03-01,2
Quintana Roo,2023-04-01,1
Quintana Roo,2023-05-01,1
Quintana Roo,2023-06-01,1
Quintana Roo,2023-07-01,2
Quintana Roo,2023-09-01,1
San Luis Potosí,2017-01-01,2
San Luis Potosí,2017-02-01,1
San Luis Potosí,2017-03-01,3
San Luis Potosí,2017-05-01,5
San Luis Potosí,2017-06-01,2
San Luis Potosí,2017-08-01,3
San Luis Potosí,2017-09-01,3
San Luis Potosí,2017-10-01,3
San Luis Potosí,2018-02-01,4
San Luis Potosí,2018-03-01,1
San Luis Potosí,2018-04-01,2
San Luis Potosí,2018-05-01,1
San Luis Potosí,2018-06-01,2
San Luis Potosí,2018-07-01,2
San Luis Potosí,2018-09-01,4
San Luis Potosí,2018-10-01,3
San Luis Potosí,2018-11-01,6
San Luis Potosí,2018-12-01,1
San Luis Potosí,2019-02-01,5
San Luis Potosí,2019-03-01,1
San Luis Potosí,2019-04-01,2
San Luis Potosí,2019-05-01,4
San Luis Potosí,2019-06-01,2
San Luis Potosí,2019-08-01,2
San Luis Potosí,2019-09-01,2
San Luis Potosí,2019-11-01,3
San Luis Potosí,2019-12-01,2
San Luis Potosí,2020-02-01,5
San Luis Potosí,2020-03-01,5
San Luis Potosí,2020-04-01,1
San Luis Potosí,2020-05-01,2
San Luis Potosí,2020-06-01,2
San Luis Potosí,2020-07-01,2
San Luis Potosí,2020-08-01,4
San Luis Potosí,2020-10-01,7
San Luis Potosí,2020-11-01,3
San Luis Potosí,2021-01-01,4
San Luis Potosí,2021-02-01,1
San Luis Potosí,2021-03-01,6
San Luis Potosí,2021-04-01,7
San Luis Potosí,2021-05-01,6
San Luis Potosí,2021-06-01,3
San Luis Potosí,2021-07-01,2
San Luis Potosí,2021-08-01,5
San Luis Potosí,2021-09-01,1
San Luis Potosí,2021-11-01,3
San Luis Potosí,2021-12-01,5
San Luis Potosí,2022-01-01,2
San Luis Potosí,2022-02-01,3
San Luis Potosí,2022-03-01,4
San Luis Potosí,2022-04-01,2
San Luis Potosí,2022-05-01,4
San Luis Potosí,2022-06-01,1
San Luis Potosí,2022-07-01,3
San Luis Potosí,2022-08-01,1
San Luis Potosí,2022-10-01,1
San Luis Potosí,2022-11-01,2
San Luis Potosí,2022-12-01,3
San Luis Potosí,2023-01-01,2
San Luis Potosí,2023-02-01,3
San Luis Potosí,2023-03-01,2
San Luis Potosí,2023-04-01,1
San Luis Potosí,2023-05-01,1
San Luis Potosí,2023-06-01,1
San Luis Potosí,2023-07-01,3
San Luis Potosí,2023-09-01,3
San Luis Potosí,2023-10-01,2
San Luis Potosí,2023-11-01,3
San Luis Potosí,2023-12-01,4
Sinaloa,2017-03-01,1
Sinaloa,2017-05-01,1
Sinaloa,2017-12-01,1
Sinaloa,2018-06-01,1
Sinaloa,2018-08-01,2
Sinaloa,2018-09-01,1
Sinaloa,2018-10-01,2
Sinaloa,2019-01-01,1
Sinaloa,2019-05-01,2
Sinaloa,2019-08-01,3
Sinaloa,2019-09-01,1
Sinaloa,2019-10-01,2
Sinaloa,2019-11-01,1
Sinaloa,2020-01-01,1
Sinaloa,2020-02-01,1
Sinaloa,2020-03-01,3
Sinaloa,2020-04-01,1
Sinaloa,2020-05-01,1
Sinaloa,2020-06-01,1
Sinaloa,2020-08-01,2
Sinaloa,2020-09-01,3
Sinaloa,2020-10-01,2
Sinaloa,2020-11-01,1
Sinaloa,2020-12-01,1
Sinaloa,2021-07-01,1
Sinaloa,2022-01-01,1
Sinaloa,2022-02-01,1
Sinaloa,2022-03-01,7
Sinaloa,2022-05-01,1
Sinaloa,2022-06-01,1
Sinaloa,2022-10-01,1
Sinaloa,2022-11-01,1
Sinaloa,2023-03-01,1
Sinaloa,2023-04-01,1
Sinaloa,2023-05-01,4
Sinaloa,2023-06-01,1
Sinaloa,2023-10-01,6
Sinaloa,2023-11-01,2
Sinaloa,2023-12-01,3
Sonora,2017-02-01,1
Sonora,2017-04-01,2
Sonora,2017-06-01,2
Sonora,2017-07-01,1
Sonora,2017-08-01,1
Sonora,2017-10-01,2
Sonora,2017-11-01,1
Sonora,2018-01-01,1
Sonora,2018-02-01,1
Sonora,2018-03-01,3
Sonora,2018-07-01,2
Sonora,2018-08-01,1
Sonora,2019-03-01,1
Sonora,2019-04-01,2
Sonora,2019-05-01,2
Sonora,2019-08-01,3
Sonora,2019-10-01,1
Sonora,2019-11-01,1
Sonora,2019-12-01,2
Sonora,2020-01-01,1
Sonora,2020-02-01,1
Sonora,2020-03-01,1
Sonora,2020-04-01,2
Sonora,2020-05-01,1
Sonora,2020-06-01,2
Sonora,2020-08-01,3
Sonora,2020-09-01,5
Sonora,2020-10-01,2
Sonora,2020-11-01,2
Sonora,2020-12-01,1
Sonora,2021-03-01,1
Sonora,2021-06-01,4
Sonora,2021-07-01,5
Sonora,2021-08-01,2
Sonora,2021-09-01,1
Sonora,2021-12-01,2
Sonora,2022-02-01,1
Sonora,2022-03-01,1
Sonora,2022-04-01,1
Sonora,2022-05-01,3
Sonora,2022-06-01,2
Sonora,2022-07-01,2
Sonora,2022-08-01,2
Sonora,2022-09-01,2
Sonora,2022-10-01,2
Sonora,2022-11-01,1
Sonora,2022-12-01,1
Sonora,2023-01-01,1
Sonora,2023-02-01,5
Sonora,2023-06-01,1
Sonora,2023-07-01,1
Sonora,2023-09-01,1
Sonora,2023-11-01,1
Sonora,2023-12-01,1
Tabasco,2017-01-01,2
Tabasco,2017-03-01,2
Tabasco,2017-04-01,3
Tabasco,2017-05-01,2
Tabasco,2017-06-01,3
Tabasco,2017-07-01,2
Tabasco,2017-09-01,2
Tabasco,2017-10-01,1
Tabasco,2017-11-01,3
Tabasco,2017-12-01,2
Tabasco,2018-01-01,2
Tabasco,2018-03-01,1
Tabasco,2018-06-01,2
Tabasco,2018-07-01,2
Tabasco,2018-09-01,3
Tabasco,2018-10-01,3
Tabasco,2018-12-01,1
Tabasco,2019-01-01,5
Tabasco,2019-02-01,3
Tabasco,2019-03-01,6
Tabasco,2019-04-01,2
Tabasco,2019-06-01,2
Tabasco,2019-07-01,1
Tabasco,2019-08-01,4
Tabasco,2019-10-01,4
Tabasco,2019-11-01,2
Tabasco,2019-12-01,1
Tabasco,2020-01-01,1
Tabasco,2020-02-01,1
Tabasco,2020-03-01,1
Tabasco,2020-05-01,1
Tabasco,2020-06-01,2
Tabasco,2020-07-01,4
Tabasco,2020-09-01,4
Tabasco,2020-10-01,2
Tabasco,2020-12-01,2
Tabasco,2021-01-01,2
Tabasco,2021-02-01,1
Tabasco,2021-05-01,3
Tabasco,2021-06-01,1
Tabasco,2021-07-01,1
Tabasco,2021-09-01,1
Tabasco,2021-10-01,4
Tabasco,2021-11-01,1
Tabasco,2021-12-01,1
Tabasco,2022-01-01,1
Tabasco,2022-02-01,3
Tabasco,2022-04-01,1
Tabasco,2022-05-01,1
Tabasco,2022-07-01,2
Tabasco,2022-10-01,1
Tabasco,2023-01-01,1
Tabasco,2023-04-01,1
Tabasco,2023-05-01,2
Tabasco,2023-06-01,2
Tabasco,2023-09-01,3
Tabasco,2023-12-01,1
Tamaulipas,2017-01-01,3
Tamaulipas,2017-02-01,6
Tamaulipas,2017-03-01,6
Tamaulipas,2017-04-01,4
Tamaulipas,2017-06-01,3
Tamaulipas,2017-07-01,3
Tamaulipas,2017-08-01,7
Tamaulipas,2017-09-01,1
Tamaulipas,2017-10-01,2
Tamaulipas,2017-11-01,2
Tamaulipas,2018-01-01,3
Tamaulipas,2018-02-01,5
Tamaulipas,2018-03-01,4
Tamaulipas,2018-04-01,3
Tamaulipas,2018-05-01,4
Tamaulipas,2018-06-01,4
Tamaulipas,2018-07-01,3
Tamaulipas,2018-08-01,2
Tamaulipas,2018-09-01,3
Tamaulipas,2018-10-01,1
Tamaulipas,2018-11-01,4
Tamaulipas,2018-12-01,3
Tamaulipas,2019-01-01,1
Tamaulipas,2019-02-01,3
Tamaulipas,2019-03-01,1
Tamaulipas,2019-04-01,3
Tamaulipas,2019-05-01,3
Tamaulipas,2019-06-01,4
Tamaulipas,2019-07-01,5
Tamaulipas,2019-08-01,1
Tamaulipas,2019-09-01,4
Tamaulipas,2019-10-01,4
Tamaulipas,2019-11-01,2
Tamaulipas,2019-12-01,5
Tamaulipas,2020-01-01,1
Tamaulipas,2020-02-01,4
Tamaulipas,2020-03-01,2
Tamaulipas,2020-04-01,6
Tamaulipas,2020-05-01,6
Tamaulipas,2020-06-01,8
Tamaulipas,2020-07-01,4
Tamaulipas,2020-08-01,12
Tamaulipas,2020-09-01,3
Tamaulipas,2020-10-01,3
Tamaulipas,2020-11-01,10
Tamaulipas,2020-12-01,9
Tamaulipas,2021-01-01,1
Tamaulipas,2021-02-01,2
Tamaulipas,2021-03-01,1
Tamaulipas,2021-04-01,3
Tamaulipas,2021-05-01,9
Tamaulipas,2021-06-01,4
Tamaulipas,2021-08-01,7
Tamaulipas,2021-09-01,2
Tamaulipas,2021-10-01,1
Tamaulipas,2021-11-01,6
Tamaulipas,2021-12-01,2
Tamaulipas,2022-01-01,2
Tamaulipas,2022-02-01,2
Tamaulipas,2022-03-01,4
Tamaulipas,2022-04-01,2
Tamaulipas,2022-05-01,4
Tamaulipas,2022-07-01,2
Tamaulipas,2022-08-01,6
Tamaulipas,2022-09-01,1
Tamaulipas,2022-10-01,4
Tamaulipas,2022-11-01,4
Tamaulipas,2022-12-01,2
Tamaulipas,2023-01-01,6
Tamaulipas,2023-02-01,2
Tamaulipas,2023-03-01,2
Tamaulipas,2023-04-01,5
Tamaulipas,2023-05-01,5
Tamaulipas,2023-06-01,2
Tamaulipas,2023-07-01,6
Tamaulipas,2023-08-01,1
Tamaulipas,2023-09-01,3
Tamaulipas,2023-10-01,3
Tamaulipas,2023-11-01,1
Tlaxcala,2017-02-01,1
Tlaxcala,2017-06-01,1
Tlaxcala,2017-10-01,1
Tlaxcala,2017-12-01,2
Tlaxcala,2018-08-01,1
Tlaxcala,2018-09-01,1
Tlaxcala,2018-10-01,1
Tlaxcala,2019-04-01,1
Tlaxcala,2019-09-01,1
Tlaxcala,2019-11-01,2
Tlaxcala,2019-12-01,1
Tlaxcala,2020-02-01,1
Tlaxcala,2020-07-01,1
Tlaxcala,2020-08-01,1
Tlaxcala,2020-12-01,2
Tlaxcala,2021-11-01,1
Tlaxcala,2022-09-01,1
Tlaxcala,2023-02-01,1
Tlaxcala,2023-05-01,1
Veracruz,2017-01-01,11
Veracruz,2017-02-01,1
Veracruz,2017-03-01,5
Veracruz,2017-04-01,7
Veracruz,2017-05-01,7
Veracruz,2017-06-01,7
Veracruz,2017-08-01,8
Veracruz,2017-09-01,3
Veracruz,2017-10-01,7
Veracruz,2017-11-01,10
Veracruz,2017-12-01,9
Veracruz,2018-01-01,3
Veracruz,2018-02-01,5
Veracruz,2018-03-01,3
Veracruz,2018-04-01,3
Veracruz,2018-05-01,2
Veracruz,2018-06-01,2
Veracruz,2018-07-01,9
Veracruz,2018-08-01,6
Veracruz,2018-09-01,11
Veracruz,2018-10-01,13
Veracruz,2018-11-01,2
Veracruz,2018-12-01,6
Veracruz,2019-01-01,6
Veracruz,2019-02-01,7
Veracruz,2019-03-01,10
Veracruz,2019-04-01,13
Veracruz,2019-05-01,11
