Entidad,Fecha,unemp_rate
Durango,2022-05-01,3.26514
Durango,2022-06-01,3.26514
Durango,2022-01-01,3.5752100000000002
Durango,2022-02-01,3.5752100000000002
Durango,2022-03-01,3.5752100000000002
Durango,2023-10-01,2.82041
Durango,2023-11-01,2.82041
Durango,2023-12-01,2.82041
Durango,2023-04-01,2.87201
Durango,2023-05-01,2.87201
Durango,2023-06-01,2.87201
Durango,2023-01-01,2.98737
Durango,2023-02-01,2.98737
Durango,2023-03-01,2.98737
Durango,2023-07-01,3.09686
Durango,2023-08-01,3.09686
Durango,2023-09-01,3.09686
Guanajuato,2017-07-01,2.88235
Guanajuato,2017-08-01,2.88235
Guanajuato,2017-09-01,2.88235
Guanajuato,2017-01-01,3.4732
Guanajuato,2017-02-01,3.4732
Guanajuato,2017-03-01,3.4732
Guanajuato,2017-10-01,3.82566
Guanajuato,2017-11-01,3.82566
Guanajuato,2017-12-01,3.82566
Guanajuato,2017-04-01,4.11357
Guanajuato,2017-05-01,4.11357
Guanajuato,2017-06-01,4.11357
Guanajuato,2018-04-01,3.40197
Guanajuato,2018-05-01,3.40197
Guanajuato,2018-06-01,3.40197
Guanajuato,2018-01-01,3.49782
Guanajuato,2018-02-01,3.49782
Guanajuato,2018-03-01,3.49782
Guanajuato,2018-07-01,3.67721
Guanajuato,2018-08-01,3.67721
Guanajuato,2018-09-01,3.67721
Guanajuato,2018-10-01,3.81109
Guanajuato,2018-11-01,3.81109
Guanajuato,2018-12-01,3.81109
Guanajuato,2019-10-01,3.29813
Guanajuato,2019-11-01,3.29813
Guanajuato,2019-12-01,3.29813
Guanajuato,2019-04-01,3.76565
Guanajuato,2019-05-01,3.76565
Guanajuato,2019-06-01,3.76565
Guanajuato,2019-07-01,3.80883
Guanajuato,2019-08-01,3.80883
Guanajuato,2019-09-01,3.80883
Guanajuato,2019-01-01,3.98003
Guanajuato,2019-02-01,3.98003
Guanajuato,2019-03-01,3.98003
Guanajuato,2020-01-01,3.55997
Guanajuato,2020-02-01,3.55997
Guanajuato,2020-03-01,3.55997
Guanajuato,2020-10-01,5.3365
Guanajuato,2020-11-01,5.3365
Guanajuato,2020-12-01,5.3365
Guanajuato,2020-07-01,6.64331
Guanajuato,2020-08-01,6.64331
Guanajuato,2020-09-01,6.64331
Guanajuato,2020-04-01,NA
Guanajuato,2020-05-01,NA
Guanajuato,2020-06-01,NA
Guanajuato,2021-10-01,3.91123
Guanajuato,2021-11-01,3.91123
Guanajuato,2021-12-01,3.91123
Guanajuato,2021-07-01,5.41382
Guanajuato,2021-08-01,5.41382
Guanajuato,2021-09-01,5.41382
Guanajuato,2021-04-01,5.60891
Guanajuato,2021-05-01,5.60891
Guanajuato,2021-06-01,5.60891
Guanajuato,2021-01-01,5.91211
Guanajuato,2021-02-01,5.91211
Guanajuato,2021-03-01,5.91211
Guanajuato,2022-04-01,2.9324
Guanajuato,2022-05-01,2.9324
Guanajuato,2022-06-01,2.9324
Guanajuato,2022-10-01,3.0708
Guanajuato,2022-11-01,3.0708
Guanajuato,2022-12-01,3.0708
Guanajuato,2022-01-01,3.63624
Guanajuato,2022-02-01,3.63624
Guanajuato,2022-03-01,3.63624
Guanajuato,2022-07-01,4.01364
Guanajuato,2022-08-01,4.01364
Guanajuato,2022-09-01,4.01364
Guanajuato,2023-01-01,2.8961
Guanajuato,2023-02-01,2.8961
Guanajuato,2023-03-01,2.8961
Guanajuato,2023-10-01,3.06176
Guanajuato,2023-11-01,3.06176
Guanajuato,2023-12-01,3.06176
Guanajuato,2023-07-01,3.175
Guanajuato,2023-08-01,3.175
Guanajuato,2023-09-01,3.175
Guanajuato,2023-04-01,3.4081
Guanajuato,2023-05-01,3.4081
Guanajuato,2023-06-01,3.4081
Guerrero,2017-04-01,1.4392
Guerrero,2017-05-01,1.4392
Guerrero,2017-06-01,1.4392
Guerrero,2017-07-01,1.48803
Guerrero,2017-08-01,1.48803
Guerrero,2017-09-01,1.48803
Guerrero,2017-10-01,1.57982
Guerrero,2017-11-01,1.57982
Guerrero,2017-12-01,1.57982
Guerrero,2017-01-01,2.07951
Guerrero,2017-02-01,2.07951
Guerrero,2017-03-01,2.07951
Guerrero,2018-04-01,0.84914
Guerrero,2018-05-01,0.84914
Guerrero,2018-06-01,0.84914
Guerrero,2018-01-01,1.22757
Guerrero,2018-02-01,1.22757
Guerrero,2018-03-01,1.22757
Guerrero,2018-10-01,1.23073
Guerrero,2018-11-01,1.23073
Guerrero,2018-12-01,1.23073
Guerrero,2018-07-01,1.54874
Guerrero,2018-08-01,1.54874
Guerrero,2018-09-01,1.54874
Guerrero,2019-04-01,1.39868
Guerrero,2019-05-01,1.39868
Guerrero,2019-06-01,1.39868
Guerrero,2019-07-01,1.4025
Guerrero,2019-08-01,1.4025
Guerrero,2019-09-01,1.4025
Guerrero,2019-10-01,1.4506
Guerrero,2019-11-01,1.4506
Guerrero,2019-12-01,1.4506
Guerrero,2019-01-01,1.82428
Guerrero,2019-02-01,1.82428
Guerrero,2019-03-01,1.82428
Guerrero,2020-01-01,1.58399
Guerrero,2020-02-01,1.58399
Guerrero,2020-03-01,1.58399
Guerrero,2020-10-01,2.40477
Guerrero,2020-11-01,2.40477
Guerrero,2020-12-01,2.40477
Guerrero,2020-07-01,3.2863
Guerrero,2020-08-01,3.2863
Guerrero,2020-09-01,3.2863
Guerrero,2020-04-01,NA
Guerrero,2020-05-01,NA
Guerrero,2020-06-01,NA
Guerrero,2021-10-01,1.41565
Guerrero,2021-11-01,1.41565
Guerrero,2021-12-01,1.41565
Guerrero,2021-04-01,1.50949
Guerrero,2021-05-01,1.50949
Guerrero,2021-06-01,1.50949
Guerrero,2021-07-01,1.59391
Guerrero,2021-08-01,1.59391
Guerrero,2021-09-01,1.59391
Guerrero,2021-01-01,1.69174
Guerrero,2021-02-01,1.69174
Guerrero,2021-03-01,1.69174
Guerrero,2022-10-01,0.80639
Guerrero,2022-11-01,0.80639
Guerrero,2022-12-01,0.80639
Guerrero,2022-04-01,1.48935
Guerrero,2022-05-01,1.48935
Guerrero,2022-06-01,1.48935
Guerrero,2022-01-01,1.60378
Guerrero,2022-02-01,1.60378
Guerrero,2022-03-01,1.60378
Guerrero,2022-07-01,1.71875
Guerrero,2022-08-01,1.71875
Guerrero,2022-09-01,1.71875
Guerrero,2023-10-01,0.76679
Guerrero,2023-11-01,0.76679
Guerrero,2023-12-01,0.76679
Guerrero,2023-04-01,0.9491
Guerrero,2023-05-01,0.9491
Guerrero,2023-06-01,0.9491
Guerrero,2023-07-01,1.14982
Guerrero,2023-08-01,1.14982
Guerrero,2023-09-01,1.14982
Guerrero,2023-01-01,1.79719
Guerrero,2023-02-01,1.79719
Guerrero,2023-03-01,1.79719
Hidalgo,2017-07-01,2.26899
Hidalgo,2017-08-01,2.26899
Hidalgo,2017-09-01,2.26899
Hidalgo,2017-10-01,2.60214
Hidalgo,2017-11-01,2.60214
Hidalgo,2017-12-01,2.60214
Hidalgo,2017-04-01,3.15223
Hidalgo,2017-05-01,3.15223
Hidalgo,2017-06-01,3.15223
Hidalgo,2017-01-01,3.55419
Hidalgo,2017-02-01,3.55419
Hidalgo,2017-03-01,3.55419
Hidalgo,2018-10-01,2.07696
Hidalgo,2018-11-01,2.07696
Hidalgo,2018-12-01,2.07696
Hidalgo,2018-01-01,2.42492
Hidalgo,2018-02-01,2.42492
Hidalgo,2018-03-01,2.42492
Hidalgo,2018-04-01,2.43348
Hidalgo,2018-05-01,2.43348
Hidalgo,2018-06-01,2.43348
Hidalgo,2018-07-01,3.06785
Hidalgo,2018-08-01,3.06785
Hidalgo,2018-09-01,3.06785
Hidalgo,2019-07-01,2.05468
Hidalgo,2019-08-01,2.05468
Hidalgo,2019-09-01,2.05468
Hidalgo,2019-01-01,2.47825
Hidalgo,2019-02-01,2.47825
Hidalgo,2019-03-01,2.47825
Hidalgo,2019-10-01,2.50749
Hidalgo,2019-11-01,2.50749
Hidalgo,2019-12-01,2.50749
Hidalgo,2019-04-01,2.69448
Hidalgo,2019-05-01,2.69448
Hidalgo,2019-06-01,2.69448
Hidalgo,2020-01-01,1.86791
Hidalgo,2020-02-01,1.86791
Hidalgo,2020-03-01,1.86791
Hidalgo,2020-10-01,2.19263
Hidalgo,2020-11-01,2.19263
Hidalgo,2020-12-01,2.19263
Hidalgo,2020-07-01,3.33658
Hidalgo,2020-08-01,3.33658
Hidalgo,2020-09-01,3.33658
Hidalgo,2020-04-01,NA
Hidalgo,2020-05-01,NA
Hidalgo,2020-06-01,NA
Hidalgo,2021-04-01,2.22535
Hidalgo,2021-05-01,2.22535
Hidalgo,2021-06-01,2.22535
Hidalgo,2021-10-01,2.70085
Hidalgo,2021-11-01,2.70085
Hidalgo,2021-12-01,2.70085
Hidalgo,2021-07-01,2.87668
Hidalgo,2021-08-01,2.87668
Hidalgo,2021-09-01,2.87668
Hidalgo,2021-01-01,4.02292
Hidalgo,2021-02-01,4.02292
Hidalgo,2021-03-01,4.02292
Hidalgo,2022-10-01,2.20085
Hidalgo,2022-11-01,2.20085
Hidalgo,2022-12-01,2.20085
Hidalgo,2022-01-01,2.22827
Hidalgo,2022-02-01,2.22827
Hidalgo,2022-03-01,2.22827
Hidalgo,2022-07-01,2.30357
Hidalgo,2022-08-01,2.30357
Hidalgo,2022-09-01,2.30357
Hidalgo,2022-04-01,2.64529
Hidalgo,2022-05-01,2.64529
Hidalgo,2022-06-01,2.64529
Hidalgo,2023-10-01,1.82158
Hidalgo,2023-11-01,1.82158
Hidalgo,2023-12-01,1.82158
Hidalgo,2023-01-01,2.51059
Hidalgo,2023-02-01,2.51059
Hidalgo,2023-03-01,2.51059
Hidalgo,2023-07-01,2.61026
Hidalgo,2023-08-01,2.61026
Hidalgo,2023-09-01,2.61026
Hidalgo,2023-04-01,2.74172
Hidalgo,2023-05-01,2.74172
Hidalgo,2023-06-01,2.74172
Jalisco,2017-04-01,2.55351
Jalisco,2017-05-01,2.55351
Jalisco,2017-06-01,2.55351
Jalisco,2017-01-01,2.70792
Jalisco,2017-02-01,2.70792
Jalisco,2017-03-01,2.70792
Jalisco,2017-10-01,2.90621
Jalisco,2017-11-01,2.90621
Jalisco,2017-12-01,2.90621
Jalisco,2017-07-01,3.11403
Jalisco,2017-08-01,3.11403
Jalisco,2017-09-01,3.11403
Jalisco,2018-01-01,2.32044
Jalisco,2018-02-01,2.32044
Jalisco,2018-03-01,2.32044
Jalisco,2018-10-01,2.52382
Jalisco,2018-11-01,2.52382
Jalisco,2018-12-01,2.52382
Jalisco,2018-04-01,3.00514
Jalisco,2018-05-01,3.00514
Jalisco,2018-06-01,3.00514
Jalisco,2018-07-01,3.00571
Jalisco,2018-08-01,3.00571
Jalisco,2018-09-01,3.00571
Jalisco,2019-01-01,2.58847
Jalisco,2019-02-01,2.58847
Jalisco,2019-03-01,2.58847
Jalisco,2019-04-01,2.96334
Jalisco,2019-05-01,2.96334
Jalisco,2019-06-01,2.96334
Jalisco,2019-10-01,3.05405
Jalisco,2019-11-01,3.05405
Jalisco,2019-12-01,3.05405
Jalisco,2019-07-01,3.18748
Jalisco,2019-08-01,3.18748
Jalisco,2019-09-01,3.18748
Jalisco,2020-01-01,2.93746
Jalisco,2020-02-01,2.93746
Jalisco,2020-03-01,2.93746
Jalisco,2020-10-01,4.05613
Jalisco,2020-11-01,4.05613
Jalisco,2020-12-01,4.05613
Jalisco,2020-07-01,5.00079
Jalisco,2020-08-01,5.00079
Jalisco,2020-09-01,5.00079
Jalisco,2020-04-01,NA
Jalisco,2020-05-01,NA
Jalisco,2020-06-01,NA
Jalisco,2021-10-01,3.09968
Jalisco,2021-11-01,3.09968
Jalisco,2021-12-01,3.09968
Jalisco,2021-04-01,3.34635
Jalisco,2021-05-01,3.34635
Jalisco,2021-06-01,3.34635
Jalisco,2021-07-01,3.38636
Jalisco,2021-08-01,3.38636
Jalisco,2021-09-01,3.38636
Jalisco,2021-01-01,3.71942
Jalisco,2021-02-01,3.71942
Jalisco,2021-03-01,3.71942
Jalisco,2022-04-01,2.34432
Jalisco,2022-05-01,2.34432
Jalisco,2022-06-01,2.34432
Jalisco,2022-01-01,2.36197
Jalisco,2022-02-01,2.36197
Jalisco,2022-03-01,2.36197
Jalisco,2022-10-01,2.36228
Jalisco,2022-11-01,2.36228
Jalisco,2022-12-01,2.36228
Jalisco,2022-07-01,2.81465
Jalisco,2022-08-01,2.81465
Jalisco,2022-09-01,2.81465
Jalisco,2023-01-01,2.15357
Jalisco,2023-02-01,2.15357
Jalisco,2023-03-01,2.15357
Jalisco,2023-10-01,2.20221
Jalisco,2023-11-01,2.20221
Jalisco,2023-12-01,2.20221
Jalisco,2023-04-01,2.45554
Jalisco,2023-05-01,2.45554
Jalisco,2023-06-01,2.45554
Jalisco,2023-07-01,2.96041
Jalisco,2023-08-01,2.96041
Jalisco,2023-09-01,2.96041
Michoacán de Ocampo,2017-10-01,2.17541
Michoacán de Ocampo,2017-11-01,2.17541
Michoacán de Ocampo,2017-12-01,2.17541
Michoacán de Ocampo,2017-07-01,2.593
Michoacán de Ocampo,2017-08-01,2.593
Michoacán de Ocampo,2017-09-01,2.593
Michoacán de Ocampo,2017-04-01,2.74172
Michoacán de Ocampo,2017-05-01,2.74172
Michoacán de Ocampo,2017-06-01,2.74172
Michoacán de Ocampo,2017-01-01,2.91864
Michoacán de Ocampo,2017-02-01,2.91864
Michoacán de Ocampo,2017-03-01,2.91864
Michoacán de Ocampo,2018-01-01,1.96549
Michoacán de Ocampo,2018-02-01,1.96549
Michoacán de Ocampo,2018-03-01,1.96549
Michoacán de Ocampo,2018-04-01,1.98021
Michoacán de Ocampo,2018-05-01,1.98021
Michoacán de Ocampo,2018-06-01,1.98021
Michoacán de Ocampo,2018-07-01,2.42273
Michoacán de Ocampo,2018-08-01,2.42273
Michoacán de Ocampo,2018-09-01,2.42273
Michoacán de Ocampo,2018-10-01,2.49238
Michoacán de Ocampo,2018-11-01,2.49238
Michoacán de Ocampo,2018-12-01,2.49238
Michoacán de Ocampo,2019-01-01,2.32427
Michoacán de Ocampo,2019-02-01,2.32427
Michoacán de Ocampo,2019-03-01,2.32427
Michoacán de Ocampo,2019-10-01,2.70983
Michoacán de Ocampo,2019-11-01,2.70983
Michoacán de Ocampo,2019-12-01,2.70983
Michoacán de Ocampo,2019-04-01,2.92664
Michoacán de Ocampo,2019-05-01,2.92664
Michoacán de Ocampo,2019-06-01,2.92664
Michoacán de Ocampo,2019-07-01,2.92755
Michoacán de Ocampo,2019-08-01,2.92755
Michoacán de Ocampo,2019-09-01,2.92755
Michoacán de Ocampo,2020-10-01,2.29159
Michoacán de Ocampo,2020-11-01,2.29159
Michoacán de Ocampo,2020-12-01,2.29159
Michoacán de Ocampo,2020-01-01,2.3442
Michoacán de Ocampo,2020-02-01,2.3442
Michoacán de Ocampo,2020-03-01,2.3442
Michoacán de Ocampo,2020-07-01,2.55683
Michoacán de Ocampo,2020-08-01,2.55683
Michoacán de Ocampo,2020-09-01,2.55683
Michoacán de Ocampo,2020-04-01,NA
Michoacán de Ocampo,2020-05-01,NA
Michoacán de Ocampo,2020-06-01,NA
Michoacán de Ocampo,2021-04-01,1.98448
Michoacán de Ocampo,2021-05-01,1.98448
Michoacán de Ocampo,2021-06-01,1.98448
Michoacán de Ocampo,2021-07-01,2.19764
Michoacán de Ocampo,2021-08-01,2.19764
Michoacán de Ocampo,2021-09-01,2.19764
Michoacán de Ocampo,2021-10-01,2.5418
Michoacán de Ocampo,2021-11-01,2.5418
Michoacán de Ocampo,2021-12-01,2.5418
Michoacán de Ocampo,2021-01-01,2.54275
Michoacán de Ocampo,2021-02-01,2.54275
Michoacán de Ocampo,2021-03-01,2.54275
Michoacán de Ocampo,2022-01-01,1.62119
Michoacán de Ocampo,2022-02-01,1.62119
Michoacán de Ocampo,2022-03-01,1.62119
Michoacán de Ocampo,2022-10-01,1.66851
Michoacán de Ocampo,2022-11-01,1.66851
Michoacán de Ocampo,2022-12-01,1.66851
Michoacán de Ocampo,2022-04-01,1.72564
Michoacán de Ocampo,2022-05-01,1.72564
Michoacán de Ocampo,2022-06-01,1.72564
Michoacán de Ocampo,2022-07-01,1.85106
Michoacán de Ocampo,2022-08-01,1.85106
Michoacán de Ocampo,2022-09-01,1.85106
Michoacán de Ocampo,2023-01-01,1.66123
Michoacán de Ocampo,2023-02-01,1.66123
Michoacán de Ocampo,2023-03-01,1.66123
Michoacán de Ocampo,2023-07-01,1.96522
Michoacán de Ocampo,2023-08-01,1.96522
Michoacán de Ocampo,2023-09-01,1.96522
Michoacán de Ocampo,2023-04-01,1.99521
Michoacán de Ocampo,2023-05-01,1.99521
Michoacán de Ocampo,2023-06-01,1.99521
Michoacán de Ocampo,2023-10-01,2.09188
Michoacán de Ocampo,2023-11-01,2.09188
Michoacán de Ocampo,2023-12-01,2.09188
Morelos,2017-04-01,1.61058
Morelos,2017-05-01,1.61058
Morelos,2017-06-01,1.61058
Morelos,2017-01-01,1.72331
Morelos,2017-02-01,1.72331
Morelos,2017-03-01,1.72331
Morelos,2017-10-01,2.36783
Morelos,2017-11-01,2.36783
Morelos,2017-12-01,2.36783
Morelos,2017-07-01,2.56623
Morelos,2017-08-01,2.56623
Morelos,2017-09-01,2.56623
Morelos,2018-01-01,1.85093
Morelos,2018-02-01,1.85093
Morelos,2018-03-01,1.85093
Morelos,2018-10-01,2.08163
Morelos,2018-11-01,2.08163
Morelos,2018-12-01,2.08163
Morelos,2018-04-01,2.1377100000000002
Morelos,2018-05-01,2.1377100000000002
Morelos,2018-06-01,2.1377100000000002
Morelos,2018-07-01,2.40826
Morelos,2018-08-01,2.40826
Morelos,2018-09-01,2.40826
Morelos,2019-01-01,1.78594
Morelos,2019-02-01,1.78594
Morelos,2019-03-01,1.78594
Morelos,2019-04-01,2.34311
Morelos,2019-05-01,2.34311
Morelos,2019-06-01,2.34311
Morelos,2019-10-01,2.42082
Morelos,2019-11-01,2.42082
Morelos,2019-12-01,2.42082
Morelos,2019-07-01,2.68176
Morelos,2019-08-01,2.68176
Morelos,2019-09-01,2.68176
Morelos,2020-01-01,1.94706
Morelos,2020-02-01,1.94706
Morelos,2020-03-01,1.94706
Morelos,2020-10-01,2.42373
Morelos,2020-11-01,2.42373
Morelos,2020-12-01,2.42373
Morelos,2020-07-01,2.72547
Morelos,2020-08-01,2.72547
Morelos,2020-09-01,2.72547
Morelos,2020-04-01,NA
Morelos,2020-05-01,NA
Morelos,2020-06-01,NA
Morelos,2021-01-01,2.00878
Morelos,2021-02-01,2.00878
Morelos,2021-03-01,2.00878
Morelos,2021-10-01,2.38563
Morelos,2021-11-01,2.38563
Morelos,2021-12-01,2.38563
Morelos,2021-07-01,2.45704
Morelos,2021-08-01,2.45704
Morelos,2021-09-01,2.45704
Morelos,2021-04-01,2.55837
Morelos,2021-05-01,2.55837
Morelos,2021-06-01,2.55837
Morelos,2022-01-01,1.85844
Morelos,2022-02-01,1.85844
Morelos,2022-03-01,1.85844
Morelos,2022-04-01,2.12956
Morelos,2022-05-01,2.12956
Morelos,2022-06-01,2.12956
Morelos,2022-07-01,2.39593
Morelos,2022-08-01,2.39593
Morelos,2022-09-01,2.39593
Morelos,2022-10-01,2.72604
Morelos,2022-11-01,2.72604
Morelos,2022-12-01,2.72604
Morelos,2023-01-01,1.45759
Morelos,2023-02-01,1.45759
Morelos,2023-03-01,1.45759
Morelos,2023-04-01,1.81079
Morelos,2023-05-01,1.81079
Morelos,2023-06-01,1.81079
Morelos,2023-10-01,1.84693
Morelos,2023-11-01,1.84693
Morelos,2023-12-01,1.84693
Morelos,2023-07-01,2.33036
Morelos,2023-08-01,2.33036
Morelos,2023-09-01,2.33036
México,2017-04-01,3.57744
México,2017-05-01,3.57744
México,2017-06-01,3.57744
México,2017-10-01,3.98033
México,2017-11-01,3.98033
México,2017-12-01,3.98033
México,2017-01-01,4.08626
México,2017-02-01,4.08626
México,2017-03-01,4.08626
México,2017-07-01,4.32719
México,2017-08-01,4.32719
México,2017-09-01,4.32719
México,2018-07-01,3.67741
México,2018-08-01,3.67741
México,2018-09-01,3.67741
México,2018-10-01,3.82468
México,2018-11-01,3.82468
México,2018-12-01,3.82468
México,2018-04-01,4.06686
México,2018-05-01,4.06686
México,2018-06-01,4.06686
México,2018-01-01,4.23581
México,2018-02-01,4.23581
México,2018-03-01,4.23581
México,2019-01-01,4.19468
México,2019-02-01,4.19468
México,2019-03-01,4.19468
México,2019-04-01,4.50421
México,2019-05-01,4.50421
México,2019-06-01,4.50421
México,2019-10-01,4.55548
México,2019-11-01,4.55548
México,2019-12-01,4.55548
México,2019-07-01,4.73925
México,2019-08-01,4.73925
México,2019-09-01,4.73925
México,2020-01-01,5.22709
México,2020-02-01,5.22709
México,2020-03-01,5.22709
México,2020-10-01,6.39335
México,2020-11-01,6.39335
México,2020-12-01,6.39335
México,2020-07-01,6.5651
México,2020-08-01,6.5651
México,2020-09-01,6.5651
México,2020-04-01,NA
México,2020-05-01,NA
México,2020-06-01,NA
México,2021-10-01,4.65943
México,2021-11-01,4.65943
México,2021-12-01,4.65943
México,2021-07-01,5.823
México,2021-08-01,5.823
México,2021-09-01,5.823
México,2021-04-01,6.2184
México,2021-05-01,6.2184
México,2021-06-01,6.2184
México,2021-01-01,6.50941
México,2021-02-01,6.50941
México,2021-03-01,6.50941
México,2022-04-01,4.21645
México,2022-05-01,4.21645
México,2022-06-01,4.21645
México,2022-10-01,4.46142
México,2022-11-01,4.46142
México,2022-12-01,4.46142
México,2022-07-01,4.8312
México,2022-08-01,4.8312
México,2022-09-01,4.8312
México,2022-01-01,5.32569
México,2022-02-01,5.32569
México,2022-03-01,5.32569
México,2023-01-01,3.37042
México,2023-02-01,3.37042
México,2023-03-01,3.37042
México,2023-10-01,3.52911
México,2023-11-01,3.52911
México,2023-12-01,3.52911
México,2023-04-01,3.64444
México,2023-05-01,3.64444
México,2023-06-01,3.64444
México,2023-07-01,4.02761
México,2023-08-01,4.02761
México,2023-09-01,4.02761
Nacional,2017-10-01,3.34921
Nacional,2017-11-01,3.34921
Nacional,2017-12-01,3.34921
Nacional,2017-01-01,3.38983
Nacional,2017-02-01,3.38983
Nacional,2017-03-01,3.38983
Nacional,2017-04-01,3.46266
Nacional,2017-05-01,3.46266
Nacional,2017-06-01,3.46266
Nacional,2017-07-01,3.54878
Nacional,2017-08-01,3.54878
Nacional,2017-09-01,3.54878
Nacional,2018-01-01,3.1215
Nacional,2018-02-01,3.1215
Nacional,2018-03-01,3.1215
Nacional,2018-10-01,3.26647
Nacional,2018-11-01,3.26647
Nacional,2018-12-01,3.26647
Nacional,2018-04-01,3.33258
Nacional,2018-05-01,3.33258
Nacional,2018-06-01,3.33258
Nacional,2018-07-01,3.44378
Nacional,2018-08-01,3.44378
Nacional,2018-09-01,3.44378
Nacional,2019-01-01,3.35309
Nacional,2019-02-01,3.35309
Nacional,2019-03-01,3.35309
Nacional,2019-10-01,3.37407
Nacional,2019-11-01,3.37407
Nacional,2019-12-01,3.37407
Nacional,2019-04-01,3.53312
Nacional,2019-05-01,3.53312
Nacional,2019-06-01,3.53312
Nacional,2019-07-01,3.73432
Nacional,2019-08-01,3.73432
Nacional,2019-09-01,3.73432
Nacional,2020-01-01,3.43158
Nacional,2020-02-01,3.43158
Nacional,2020-03-01,3.43158
Nacional,2020-10-01,4.54486
Nacional,2020-11-01,4.54486
Nacional,2020-12-01,4.54486
Nacional,2020-04-01,4.79047
Nacional,2020-05-01,4.79047
Nacional,2020-06-01,4.79047
Nacional,2020-07-01,5.15398
Nacional,2020-08-01,5.15398
Nacional,2020-09-01,5.15398
Nacional,2021-10-01,3.65983
Nacional,2021-11-01,3.65983
Nacional,2021-12-01,3.65983
Nacional,2021-04-01,4.20596
Nacional,2021-05-01,4.20596
Nacional,2021-06-01,4.20596
Nacional,2021-07-01,4.23825
Nacional,2021-08-01,4.23825
Nacional,2021-09-01,4.23825
Nacional,2021-01-01,4.35471
Nacional,2021-02-01,4.35471
Nacional,2021-03-01,4.35471
Nacional,2022-10-01,2.98627
Nacional,2022-11-01,2.98627
Nacional,2022-12-01,2.98627
Nacional,2022-04-01,3.23187
Nacional,2022-05-01,3.23187
Nacional,2022-06-01,3.23187
Nacional,2022-07-01,3.42975
Nacional,2022-08-01,3.42975
Nacional,2022-09-01,3.42975
Nacional,2022-01-01,3.45387
Nacional,2022-02-01,3.45387
Nacional,2022-03-01,3.45387
Nacional,2023-01-01,2.65801
Nacional,2023-02-01,2.65801
Nacional,2023-03-01,2.65801
Nacional,2023-10-01,2.68503
Nacional,2023-11-01,2.68503
Nacional,2023-12-01,2.68503
Nacional,2023-04-01,2.81392
Nacional,2023-05-01,2.81392
Nacional,2023-06-01,2.81392
Nacional,2023-07-01,2.99248
Nacional,2023-08-01,2.99248
Nacional,2023-09-01,2.99248
Nayarit,2017-01-01,3.00801
Nayarit,2017-02-01,3.00801
Nayarit,2017-03-01,3.00801
Nayarit,2017-10-01,3.57646
Nayarit,2017-11-01,3.57646
Nayarit,2017-12-01,3.57646
Nayarit,2017-04-01,3.64245
Nayarit,2017-05-01,3.64245
Nayarit,2017-06-01,3.64245
Nayarit,2017-07-01,4.0914
Nayarit,2017-08-01,4.0914
Nayarit,2017-09-01,4.0914
Nayarit,2018-01-01,3.3907
Nayarit,2018-02-01,3.3907
Nayarit,2018-03-01,3.3907
Nayarit,2018-10-01,3.59989
Nayarit,2018-11-01,3.59989
Nayarit,2018-12-01,3.59989
Nayarit,2018-04-01,4.12265
Nayarit,2018-05-01,4.12265
Nayarit,2018-06-01,4.12265
Nayarit,2018-07-01,4.67911
Nayarit,2018-08-01,4.67911
Nayarit,2018-09-01,4.67911
Nayarit,2019-10-01,3.56766
Nayarit,2019-11-01,3.56766
Nayarit,2019-12-01,3.56766
Nayarit,2019-01-01,3.65747
Nayarit,2019-02-01,3.65747
Nayarit,2019-03-01,3.65747
Nayarit,2019-04-01,3.9655300000000002
Nayarit,2019-05-01,3.9655300000000002
Nayarit,2019-06-01,3.9655300000000002
Nayarit,2019-07-01,4.48981
Nayarit,2019-08-01,4.48981
Nayarit,2019-09-01,4.48981
Nayarit,2020-01-01,3.71128
Nayarit,2020-02-01,3.71128
Nayarit,2020-03-01,3.71128
Nayarit,2020-10-01,4.03884
Nayarit,2020-11-01,4.03884
Nayarit,2020-12-01,4.03884
Nayarit,2020-07-01,5.21592
Nayarit,2020-08-01,5.21592
Nayarit,2020-09-01,5.21592
Nayarit,2020-04-01,NA
Nayarit,2020-05-01,NA
Nayarit,2020-06-01,NA
Nayarit,2021-10-01,2.61016
Nayarit,2021-11-01,2.61016
Nayarit,2021-12-01,2.61016
Nayarit,2021-01-01,2.65232
Nayarit,2021-02-01,2.65232
Nayarit,2021-03-01,2.65232
Nayarit,2021-04-01,2.80482
Nayarit,2021-05-01,2.80482
Nayarit,2021-06-01,2.80482
Nayarit,2021-07-01,3.38426
Nayarit,2021-08-01,3.38426
Nayarit,2021-09-01,3.38426
Nayarit,2022-10-01,2.38038
Nayarit,2022-11-01,2.38038
Nayarit,2022-12-01,2.38038
Nayarit,2022-04-01,2.46999
Nayarit,2022-05-01,2.46999
Nayarit,2022-06-01,2.46999
Nayarit,2022-07-01,2.75796
Nayarit,2022-08-01,2.75796
Nayarit,2022-09-01,2.75796
Nayarit,2022-01-01,2.96033
Nayarit,2022-02-01,2.96033
Nayarit,2022-03-01,2.96033
Nayarit,2023-01-01,1.90105
Nayarit,2023-02-01,1.90105
Nayarit,2023-03-01,1.90105
Nayarit,2023-10-01,2.05406
Nayarit,2023-11-01,2.05406
Nayarit,2023-12-01,2.05406
Nayarit,2023-04-01,2.14952
Nayarit,2023-05-01,2.14952
Nayarit,2023-06-01,2.14952
