armasatt,armasa1,armasa2,armasa3,armasa4,armasa5,armasa6,armasa7,armasa8,armasa9,armasa10,armasa11,armasa12,armasa13,armasa14,armasa15,armasa16,armasa17,armasa18,armasa19,armasa20
2962156,862,562,0,0,0,113,0,0,2952999,0,0,0,0,0,7,6,0,0,0,7607
