narmed1,narmed2,narmed3,narmed4,narmed5,narmed6,narmed7,narmed9,narmed10,narmed11,narmed12,narmed13,narmed14,narmed15,narmed17,narmed18,narmed19,narmed20,narmed21,narmed22,narmed23,narmed24,narmed25,narmed26
1343.117,9063.4,1201.51,0,0,0,7861.89,44.341,0,0,44.341,0,0,0,64.2711,0,0,0,1,712.0821,82,0,71.113,29596
