rnsnni1,dinero1,dinero2,dinero3,dinero4,dinero5,dinero6,dinero7,dinero8,dinero9,dinero10,dinero11,dinero12,dinero13,dinero14,dinero15,dinero16,dinero17,dinero18,dinero19,dinero20,dinero21
1,12452703,0,0,0,1276003,0,8000,0,0,0,0,62000,0,0,0,0,0,0,0,0,0
